FieldsBase Floating Platform Installation Search - Data Download,,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:03 for Dirk Rook,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Region,Country,Block,Field,Platform name,Project,Operator,Owner,Status,Installation year,Removal year,Type,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
South America,Brazil,BS-3,BS-3 Integrated Project,P-14,Caravela,Petrobras,,Removed,1992,2002,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,195,
South America,Brazil,BS-3,BS-3 Integrated Project,Atlantic Zephyr (SS-11),Coral,,,Removed,2002,2008,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,150,
South America,Brazil,BS-3,BS-3 Integrated Project,Vare,Coral,,,Removed,2004,2008,Ship,FSO,,,Y,,,,150,"4/14 has been sold to Exim for scrapping
1/14: Name changed from Avare to Vare"
South America,Brazil,Transfer of Rights,Buzios (Franco),P-74,Franco 1 (P-74),Petrobras,,Contracted,2016,,Ship,FPSO,Oil & Gas,,,,,,"1,889","4/13: Hull conversion is being done at Inhauma yard by Odebrecht/UTC/OAS consortium. Topsides integration will be done by EBR at the Sao Jose do Norte yard.

29/11/11: VLCC Titan Seema arrives in Brazil from China for conversion.
10/11: Petrobras paid USD 25 mln for Titan Seema"
South America,Brazil,Transfer of Rights,Buzios (Franco),Dynamic Producer,Franco EWT,Petrobras,,Contracted,2015,2015,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,"1,889","Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,Transfer of Rights,Buzios (Franco),Franco 5,Franco Leste,,,Planned,2019,,Ship,FPSO,Oil,,,,,,"1,889",
South America,Brazil,Transfer of Rights,Buzios (Franco),P-77,Franco NW (P-77),Petrobras,,Contracted,2017,,Ship,FPSO,Oil,Y,,N,,,"1,889",4/13: Structural steelwork replacement and initial hull conversion are being done by Cosco Dalian in China. Work will continue at Inhauma yard by Odebrecht/UTC/OAS consortium.
South America,Brazil,Transfer of Rights,Buzios (Franco),P-76,Franco Sul (P-76),Petrobras,,Contracted,2017,,Ship,FPSO,Oil,,,,,,"1,889",4/13: Structural steelwork replacement and initial hull conversion are being done by Cosco Dalian in China. Work will continue at Inhauma yard by Odebrecht/UTC/OAS consortium. Topsides integration will be done by Technip/Techint at the Pontal do Parana yard.
South America,Brazil,Transfer of Rights,Buzios (Franco),P-75,Franco SW (P-75),Petrobras,,Contracted,2016,,Ship,FPSO,Oil,,Y,,,,"1,889",4/13: Structural steelwork replacement and initial hull conversion are being done by Cosco Dalian in China. Work will continue at Inhauma yard by Odebrecht/UTC/OAS consortium.
South America,Brazil,BM-S-21,Caramba,Caramba FPSO,Caramba,Petrobras,,Possible,2018,,Ship,FPSO,Oil & Gas,,,,,,"2,234",
South America,Brazil,BC-30,Carapicu,Carapicu FPSO,Carapicu,Petrobras,,Possible,2021,,Ship,FPSO,Oil & Gas,,,,,,"1,500",
South America,Brazil,BC-2,Caratai,Caratai FPSO,Caratai,Petrobras,,Possible,2022,,Ship,FPSO,Oil & Gas,,,,,,"1,760",“topside weight estimated”
South America,Brazil,,Carauna,Estrela do Ceara,Carauna,Devon Energy,,Installed,2000,,Ship,FSO,,N,Y,N,N,N,14,
South America,Brazil,BM-S-8,Carcara,Carcara,Carcara,,,Planned,2018,,Ship,FPSO,Oil,,,,,,"2,160",
South America,Brazil,BM-S-8,Carcara,Cidade de Rio das Ostras,Carcara EWT,Petrobras,,Contracted,2017,2017,Ship,FPSO,Oil & Gas,Y,Y,,Y,,"2,160","ex. Che Guevara
IMO: 7920508"
South America,Brazil,BC-60,Catua,Catua,Catua,Petrobras,,Planned,2022,,Ship,FPSO,Oil & Gas,Y,,N,,,"1,850",
South America,Brazil,,Corvina/Malhado/Congro 2012,P-9,Corvina,Petrobras,,Installed,1983,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,226,
South America,Brazil,,Enchova,P-65 (ex Sedco 135-D),Enchova,Petrobras,,Removed,1977,1980,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,120,"aka SS-06, one of first Brazilian offshore drilling units and later floating production facility, now dewatering facility; no longer in production market"
South America,Brazil,Transfer of Rights,Entorno de Iara (Iara Surround),P-73,Entorno de Iara,Petrobras,"Queiroz Galvao E&P, Barra Energia",Contracted,2018,,Ship,FPSO,Oil & Gas,,,,,,"2,225",
South America,Brazil,Transfer of Rights,Entorno de Iara (Iara Surround),BW Cidade de Sao Vicente,Entorno de Iara EWT,Petrobras,,Contracted,2014,2015,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,225",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,,Espadarte,Espadarte Mod. 1 FPSO Replacement,Espadarte 1 FPSO replacement,Petrobras,,Planned,2018,,Ship,FPSO,,Y,Y,,Y,,940,
South America,Brazil,,Espadarte,Cidade de Rio das Ostras,Espadarte EWT,Petrobras,,Removed,2012,2014,Ship,FPSO,Oil & Gas,Y,Y,,Y,,940,"ex. Che Guevara
IMO: 7920508"
South America,Brazil,,Espadarte,Dynamic Producer,Espadarte IRM 2013,Petrobras,,Removed,2013,2013,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,940,"Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,,Espadarte,Cidade de Anchieta (ex-Espadarte),Espadarte Module 1,Petrobras,,Removed,2000,2011,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,940,4/13 remaining design life is 18 years including the turret without dry docking
South America,Brazil,,Espadarte,Cidade de Rio de Janeiro,Espadarte Module 2,Petrobras,,Installed,2007,2015,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,"1,350",5 prod and 4 inj
South America,Brazil,,Espadarte,Espadarte Mod.3 FPSO,Espadarte Module 3,,,Planned,2020,,Ship,FPSO,Oil,,,,,,940,
South America,Brazil,BC-4,Frade,Frade FPSO,Frade,Chevron,,Installed,2009,,Ship,FPSO,Oil & Gas,Y,Y,N,Y,Y,"1,080",
South America,Brazil,,Garoupa,Presidente JK (P-34),Garoupa,Petrobras,,Removed,1982,1986,Ship,FPSO,Oil,Y,Y,,Y,?,122,5/13: P-34 may be used for EWTs in the future
South America,Brazil,S-M-518 / BM-S-54,Gato do Mato,Gato do Mato FPSO,Gato do Mato,,,Possible,2019,2039,Other floating,FPSO,Oil & Gas,,,,,,"2,011",
South America,Brazil,BES-100,Golfinho,FPSO Capixaba,Golfinho Module 1,Petrobras,,Removed,2006,2009,Ship,FPSO,Oil & Gas,Y,Y,N,Y,?,"1,300",5 prod wells and 3 inj
South America,Brazil,BES-100,Golfinho,Cidade de Vitoria,Golfinho Module 2,Petrobras,,Installed,2007,2022,Ship,FPSO,Oil & Gas,Y,Y,,Y,?,"1,386",5 prod wells and 3 inj
South America,Brazil,BES-100,Golfinho,Paragon FPSO1,Golfinho Module 2 (EWT),,,Removed,2006,2008,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,300","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
South America,Brazil,BM-S-3,Guaiama (ex-Newton),Guaiama,Guaiama,,,Possible,2021,,Ship,FPSO,,,,,,,149,- topside weight estimated
South America,Brazil,BM-S-11,Iara,Dynamic Producer,Iara EWT,Petrobras,,Installed,2014,2014,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,940,"Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,BM-S-11,Iara,P-70,Iara Horst (P-70),Petrobras,,Contracted,2017,,Ship,FPSO,Oil & Gas,Y,,N,,,"2,230",
South America,Brazil,BM-S-11,Iara,P-71,Iara NW (P-71),Petrobras,,Contracted,2018,,Ship,FPSO,Oil & Gas,Y,,N,,,"2,230",
South America,Brazil,BM-S-11,Iracema (also Cernambi),Cidade de Itaguai MV26,Iracema (Cernambi) Norte (Pilot 6),Petrobras,,Contracted,2015,2035,Ship,FPSO,Oil & Gas,Y,,N,,,"2,210",10/12 Modec purchased VLCC Algarve for USD 35.8M from Euronav
South America,Brazil,BM-S-11,Iracema (also Cernambi),Cidade de Mangaratiba MV24,Iracema (Cernambi) Sul (Pilot 5),Petrobras,,Installed,2014,2034,Ship,FPSO,Oil,Y,Y,N,,,"2,300","10/14: FPSO Cidade de Mangaratiba came online

03/13: Mitsui, MOL and Marubeni are investing in Modec's ultra deepwater FPSO Cidade de Mangaratiba MV24."
South America,Brazil,BM-S-11,Iracema (also Cernambi),BW Cidade de Sao Vicente,Iracema (Cernambi) Sul EWT,Petrobras,,Removed,2012,2012,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,210",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,C-M-61 / BM-C-32,Itaipu,Itaipu,Itaipu,,,Possible,2020,,Ship,FPSO,Oil,,,,,,"1,341",
South America,Brazil,Transfer of Rights,Itapu (Florim),Florim,Itapu (Florim),,,Possible,2020,,Ship,FPSO,Oil,,,,,,"2,009",
South America,Brazil,BM-S-24,Jupiter,Jupiter FPSO,Jupiter,,,Planned,2019,,Ship,FPSO,Condensate & Gas,,,,,,"2,187",
South America,Brazil,BM-S-24,Jupiter,BW Cidade de Sao Vicente,Jupiter EWT,Petrobras,,Contracted,2015,2016,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,187",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,Kangaroo,Kangaroo,Karoon Gas,,Possible,2019,,Ship,FPSO,Oil & Gas,Y,,N,,?,305,
South America,Brazil,BM-S-9,Lapa (Carioca),Dynamic Producer,Carioca Nordeste EWT,Petrobras,,Removed,2011,2012,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,"2,140","Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,BM-S-9,Lapa (Carioca),Cidade de Caraguatatuba,Lapa (Carioca),Petrobras,,Contracted,2016,2036,Ship,FPSO,Oil & Gas,,,,,,"2,140","4/13: the 100,000 b/d unit is expected to produce the Carioca and Iguacu reservoirs. Gas will be used for power and re-injection."
South America,Brazil,Libra,Libra,Libra FPSO 1,Libra,,,Possible,2020,,Other floating,FPSO,Oil,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 2,Libra,,,Possible,2020,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 3,Libra,,,Possible,2020,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 4,Libra,,,Possible,2020,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 10,Libra 2020+,,,Contracted,2023,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 11,Libra 2020+,,,Contracted,2024,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 12,Libra 2020+,,,Contracted,2024,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 5,Libra 2020+,,,Contracted,2022,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 6,Libra 2020+,,,Contracted,2022,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 7,Libra 2020+,,,Contracted,2022,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 8,Libra 2020+,,,Contracted,2022,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra FPSO 9,Libra 2020+,,,Contracted,2023,,Other floating,FPSO,Oil & Gas,,,,,,"1,964",
South America,Brazil,Libra,Libra,Libra EWT FPSO,Libra EWT,,,Contracted,2016,2028,Other floating,FPSO,Oil,Y,,N,,Y,"1,964",
South America,Brazil,,Linguado,P-12,Linguado,Petrobras,,Installed,1984,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,100,
South America,Brazil,BM-S-11,Lula (ex-Tupi),BG Santos Basin FSO,BG Santos Basin FSO (OTF),"BG, Petrobras",,Possible,2017,,Ship,FSO,Oil,,,,,,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),BW Cidade de Sao Vicente,Lula EWT - Phase 0,Petrobras,,Removed,2009,2011,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,200",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,BM-S-11,Lula (ex-Tupi),BW Cidade de Sao Vicente,Lula Extremo Sul EWT,Petrobras,,Removed,2013,2014,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,200",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,BM-S-11,Lula (ex-Tupi),BW Cidade de Sao Vicente,Lula Nordeste EWT,Petrobras,,Removed,2011,2011,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,200",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,BM-S-11,Lula (ex-Tupi),Cidade de Angra dos Reis MV22,Lula-1 (Pilot 1) - Phase 0,Petrobras,,Installed,2010,2025,Ship,FPSO,Oil & Gas,Y,Y,N,,,"2,150",
South America,Brazil,BM-S-11,Lula (ex-Tupi),Cidade de Paraty,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,,Installed,2013,2033,Ship,FPSO,Oil,Y,,N,,Y,"2,120","09/14: Cidade de Paraty has reached its peak production of 120,000 b/d, via 4 wells

A Generation 3 FPSO, has carbon dioxide removal. Local content achieved 68 per cent. 15 topside modules, weighing 12,500 tonnes. 12 modules were built in Brazil.

7/10 former names Titan Aries; World Prelude"
South America,Brazil,BM-S-11,Lula (ex-Tupi),Cidade de Marica,Lula-3 (Lula Alto) - Phase 1A,Petrobras,,Contracted,2016,2036,Ship,FPSO,Oil & Gas,Y,Y,N,?,,"2,200","Generation 3 FPSO
5/13: will be a “carbon-copy” of FPSO Ilhabela. To be converted from a double-hull VLCC, unlike previous SBM FPSOs, as there are no more single hull tankers left on the market."
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),Cidade de Saquarema,Lula-4 (Lula Central) - Phase 1A,Petrobras,,Contracted,2016,2036,Ship,FPSO,Oil,Y,Y,N,?,,"2,200","Generation 3 FPSO 5/13: will be a “carbon-copy” of FPSO Ilhabela. To be converted from a double-hull VLCC, unlike previous SBM FPSOs, as there are no more single hull tankers on the market."
South America,Brazil,BM-S-11,Lula (ex-Tupi),Dynamic Producer,Lula-4 (Lula Central) - Phase 1A,Petrobras,,Removed,2013,2014,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,"2,200","Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,BM-S-11,Lula (ex-Tupi),P-66,Lula-5 (Lula Sul) - Phase 1B,Petrobras,,Contracted,2016,,Ship,FPSO,Oil & Gas,,,,,,"2,200","6/13: the hull is being built at the ERG1 shipyard, the topside integration will be done by Keppel FELS."
South America,Brazil,BM-S-11,Lula (ex-Tupi),P-67,Lula-6 (Lula Norte) - Phase 1B,Petrobras,,Contracted,2016,,Ship,FPSO,,,,,,,"2,200","2/13: the fabrication of the hull for the FPSO P-67 will be partially done by Cosco Dalian in China, because of the inefficiencies at the Rio Grande yard. The ERG2 yard is still under construction."
South America,Brazil,BM-S-11,Lula (ex-Tupi),P-68,Lula-7 (Lula Extremo Sul),Petrobras,,Contracted,2017,,Ship,FPSO,Oil & Gas,,,,,,"2,200","gas compression = 5 MM scm/d
1 of 8 FPSOs to be built in Rio Grande do Sul yard. Topsides will be determined at later date."
South America,Brazil,BM-S-11,Lula (ex-Tupi),P-69,Lula-8 (Lula Oeste) - Phase 1B,Petrobras,,Contracted,2017,,Ship,FPSO,Oil & Gas,Y,,N,,Y,"2,200",
South America,Brazil,,Marimba,Dynamic Producer,Marimba,Petrobras,,Removed,2013,2013,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,492,"Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,,Marimba,P-8,Marimba,Petrobras,,Installed,1993,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,429,
South America,Brazil,,Marimba Leste,P-21,Marimba Leste,Petrobras,,Removed,1998,2002,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,700,
South America,Brazil,,Marimba Leste,Vare,Marimba Leste,,,Removed,1998,2002,Ship,FSO,,,Y,,,,700,"4/14 has been sold to Exim for scrapping
1/14: Name changed from Avare to Vare"
South America,Brazil,,Marlim,P-18,Marlim Module 1,Petrobras,,Installed,1994,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,910,
South America,Brazil,,Marlim,P-32,Marlim Module 1,Petrobras,,Installed,1997,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,160,
South America,Brazil,,Marlim,P-19,Marlim Module 2,Petrobras,,Installed,1997,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,770,
South America,Brazil,,Marlim,P-33,Marlim Module 2,Petrobras,,Installed,1998,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,784,
South America,Brazil,,Marlim,P-26 Iliad,Marlim Module 3,Petrobras,,Installed,1998,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,991,
South America,Brazil,,Marlim,P-35,Marlim Module 4,Petrobras,,Installed,1999,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,850,
South America,Brazil,,Marlim,P-37,Marlim Module 5,Petrobras,,Installed,2000,2020,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,900,
South America,Brazil,,Marlim,P-47 FPSO,Marlim Module 5 Complimentary,Petrobras,,Installed,2005,,Ship,FPSO,Oil,Y,Y,,Y,,200,
South America,Brazil,,Marlim,P-13,Marlim Pilot,Shell,,Removed,1992,1993,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,900,Sold to Queiroz Galvaosubsidiary Star Internatinal Drilling and may beconverted back to drilling use.   Host 14 subsea wells. Fluminese commenced production on Bijupira/Salema 3q03.
South America,Brazil,,Marlim,P-20,Marlim Pilot,Petrobras,,Installed,1992,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,625,
South America,Brazil,,Marlim Leste,FPSO Cidade de Niteroi MV 18,Jabuti - Marlim Leste Module 2,Petrobras,,Installed,2009,2018,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,"1,370",
South America,Brazil,,Marlim Leste,Paragon FPSO1,Jabuti EWT,,,Removed,2008,2008,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,080","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
South America,Brazil,,Marlim Leste,P-53,Marlim Leste - Module 1,,,Installed,2008,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,080",
South America,Brazil,,Marlim Sul,P-38,Marlim Sul - Module 1,Petrobras,,Installed,2001,,Ship,FSO,,,Y,,,,"1,020",
South America,Brazil,,Marlim Sul,P-40,Marlim Sul - Module 1,Petrobras,,Installed,2001,2019,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,080",
South America,Brazil,,Marlim Sul,FPSO Marlim Sul,Marlim Sul - Module 1 Complement,Petrobras,,Installed,2004,2016,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,160",
South America,Brazil,,Marlim Sul,P-51 semi,Marlim Sul - Module 2,Petrobras,,Installed,2009,,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,"1,255","operational draft 27.5 m. length X width: 125 X 110 m 9/08 incr of investment from USD 830 million to 1billion: 25% increase cost. created 4,000 direct jobs/12,000 indirect"
South America,Brazil,,Marlim Sul,P-56,Marlim Sul Module 3,Petrobras,,Installed,2011,,Semi,FPS,Oil,Y,Y,Y,Y,Y,"1,670",25 yr life design
South America,Brazil,,Marlim Sul,Marlim Sul Module 4,Marlim Sul Module 4,,,Planned,2018,,Other floating,FPSO,Oil & Gas,,,,,,"1,080",
South America,Brazil,,Marlim Sul,FPSO II,Marlim Sul Pilot Phase,Alcorn,,Removed,1997,2001,Ship,FPSO,Oil & Gas,Y,Y,N,Y,N,"1,080",
South America,Brazil,BC-20,Maromba,Maromba,Maromba,,,Planned,2019,,Ship,FPSO,,,,,,,"1,067",6/12: start up scheduled for 2019
South America,Brazil,,Moreia,P-22,Moreia,Petrobras,,Removed,1986,2003,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,175,
South America,Brazil,,Pampo,P-65 (ex Sedco 135-D),Pampo,Petrobras,,Removed,1980,1982,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,111,"aka SS-06, one of first Brazilian offshore drilling units and later floating production facility, now dewatering facility; no longer in production market"
South America,Brazil,C-M-539 / BM-C-33,Pao de Acucar,Pao de Acucar,Pao de Acucar,,,Possible,2020,,Ship,FPSO,Oil & Gas,,,,,,"2,789",
South America,Brazil,BC-20,Papa-Terra,P-61 TLWP,Papa-Terra Module 1,Petrobras,,Contracted,2014,,TLP,FPS,Oil,Y,Y,,Y,Y,"1,199","5/13: deck mating ongoing

dry-tree unit with minimal processing capacity"
South America,Brazil,BC-20,Papa-Terra,P-63 FPSO,Papa-Terra Module 1,Petrobras,,Installed,2013,,Ship,FPSO,Oil,Y,Y,N,Y,,"1,200","08/26/13: on its way to Papa-Terra field

18/06/2013: leaves Rio Grande and goes to Macae

30/1/2013: arrives in Rio Grande for topsides integration by QUIP.

11/12: delivered and on its way to Brazil.

7/12: still in Dalian, completion date may slip into Q4 '12.

8/11: 70% complete at COSCO Dalian. Final dry dock will be completed in September.

3 oil processing modules, 1 gas compression, 3 electircal power generation, 2 water treating/injection modules, 1 electrical buidling module, 3 utilities, 1 flare system"
South America,Brazil,BC-60,Parque das Baleias,Cidade de Anchieta (ex-Espadarte),Baleia Azul Pilot,Petrobras,,Installed,2012,2030,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,221",4/13 remaining design life is 18 years including the turret without dry docking
South America,Brazil,BC-60,Parque das Baleias,Paragon FPSO1,Cachalote Pilot,,,Removed,2008,2009,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,330","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
South America,Brazil,BC-60,Parque das Baleias,Paragon FPSO1,Jubarte EPS,,,Removed,2002,2005,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,300","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
South America,Brazil,BC-60,Parque das Baleias,Presidente JK (P-34),Jubarte Phase I,Petrobras,,Removed,2006,2012,Ship,FPSO,Oil,Y,Y,,Y,?,"1,300",5/13: P-34 may be used for EWTs in the future
South America,Brazil,BC-60,Parque das Baleias,P-57,Jubarte Phase II (P-57),Petrobras,,Installed,2010,,Ship,FPSO,Oil,Y,Y,N,Y,,"1,246",SBM acquired tanker hull for USD 40 MM.
South America,Brazil,BC-60,Parque das Baleias,FPSO Capixaba,Parque das Baleias Phase 1,Petrobras,,Installed,2010,2022,Ship,FPSO,Oil & Gas,Y,Y,N,Y,?,"2,005",5 prod wells and 3 inj
South America,Brazil,BC-60,Parque das Baleias,P-58,Parque das Baleias Phase 2 (P-58),Petrobras,,Installed,2014,,Ship,FPSO,Oil,Y,Y,,Y,,"1,400",
South America,Brazil,BC-60,Parque das Baleias,Sul Pq.Baleias,Parque das Baleias Sul,Petrobras,,Planned,2018,,Ship,FPSO,Oil & Gas,,,,,,"1,500","5/13: 60,000 b/d unit to be connected to 4 producers and 3 injectors on Baleia Azul post-salt reservoir. No gas export or re-injection planned."
South America,Brazil,BC-10,Parque das Conchas Phase 1 (BC-10),Espirito Santo,Parque das Conchas Ph 1 (BC-10),Shell,,Installed,2009,2023,Ship,FPSO,Oil & Gas,Y,Y,,Y,,"1,600",
South America,Brazil,ES-M-525 / BM-ES-23 (Parque dos Doces),Parque dos Doces,Parque dos Doces,Parque dos Doces,,,Planned,2018,,Ship,FPSO,Oil,,,,,,"1,879",
South America,Brazil,BM-C-7,Peregrino,Peregrino FPSO,Peregrino,,,Installed,2011,,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,122,BW is constructing APL turret
South America,Brazil,SEAL-100,Piranema,Piranema Spirit (ex-Sevan Piranema),Piranema,Petrobras,,Installed,2007,2018,Other floating,FPSO,Oil,Y,Y,,Y,N,"1,600","11/11: Teekay's purchase price for the Piranema is USD  165 million.
10/07 is serving Phase 1 in the northern portion for uncertain time. then will be reallocated to southern area for Phase 2.
1/08 Plat has 3X3 hybrid mooring system
up to 21 risers/umb"
South America,Brazil,SEAL-M-495 / BM-SEAL-10,Piranema Sul,Piranema Sul,Sergipe Aguas Profundas,Petrobras,,Planned,2018,,Ship,FPSO,Oil,,,,,,"1,393",
South America,Brazil,BM-CAL-4,Pirauna,P-15,Pirauna,,,Installed,1983,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,243,
South America,Brazil,BM-C-8,Polvo,Polvo FPSO,Polvo,,,Installed,2007,2015,Ship,FPSO,Oil & Gas,Y,Y,,Y,,91,Prosafe awarded LOI to convert VLCC M/T Apollo for FPSO.
South America,Brazil,,Roncador,P-36,Roncador EPS,Petrobras,,Removed,2000,2001,Semi,Other,,Y,Y,Y,Y,Y,"1,852",
South America,Brazil,,Roncador,P-47 FSO,Roncador EPS,Petrobras,,Removed,1999,2001,Ship,FSO,,,Y,,,,"1,852",Converted to FPSO
South America,Brazil,,Roncador,Paragon FPSO1,Roncador EPS,,,Removed,1998,2002,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,852","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
South America,Brazil,,Roncador,FPSO Brasil,Roncador Module 1A Phase I,Petrobras,,Removed,2002,2013,Ship,FPSO,Oil & Gas,Y,Y,N,Y,Y,"1,852",MISC paid USD 103.2 MM for a 49 percent interest in the vessel in 2006.
South America,Brazil,,Roncador,P-52,Roncador Module 1A Phase II,Petrobras,,Installed,2007,,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,"1,800","11/07 initial prod will be 20,000 b/d"
South America,Brazil,,Roncador,P-54,Roncador Module 2,Petrobras,,Installed,2007,,Ship,FPSO,Oil & Gas,Y,Y,,Y,Y,"1,400",92 MW elect. generation; 337m in length
