FieldsBase Floating Platform Installation Search - Data Download,,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:03 for Dirk Rook,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Region,Country,Block,Field,Platform name,Project,Operator,Owner,Status,Installation year,Removal year,Type,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
Southeast Asia,Malaysia,SB302,Belud South,Belud FPSO,Belud Phase 1,,,Tendering,2016,2022,Ship,FPSO,Oil,,,,,,150,"06/12: The duration of the charter is seven years plus an eight-year option. An operation and maintenance contract is optional. Delivery is set for 24 months after contract award


12/11: Bumi Armada is understood to have offered acquired Rainbow River for Belud development

06/11: FPSO will be Aframax-sized"
Southeast Asia,Malaysia,PM309,Berantai,Berantai (ex East Fortune),Berantai Phase I,Petrofac,,Installed,2012,2019,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,145,"8/11 cost to purchase and upgrade East Fortune was USD 65,465,000"
Southeast Asia,Malaysia,PM307,Bertam,Ikdam FPSO,Bertam,Viking Energy North Africa,ETAP,Contracted,2015,2021,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,76,02/13: FPSO can be used on Lundin's Bertam field in Malaysia as a fast track option for first oil in 2015.
Southeast Asia,Malaysia,SB-H,Block H,PFLNG2,Block H FLNG Phase I,Murphy,,Contracted,2018,,Ship,FPSO,Oil & Gas,Y,Y,,,N,"1,149",1.5-mtpa
Southeast Asia,Malaysia,PM301,Bunga Kamelia,FPSO Perisai Kamelia (ex. Lewek Arunothai),North Malay Basin EPS (Kamelia),Hess,,Installed,2013,2016,Ship,FPSO,Gas,,Y,,Y,,56,10/13: Vessel has been on location since June 2013 for hookup and commissioning
Southeast Asia,Malaysia,PM-3 CAA,Bunga Kekwa,Armada Perkasa,Bunga Kekwa Phase I,Afren Energy,,Removed,1997,2004,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,65,"The floater has a storage capacity of 360,000 barrels of crude oil and its total liquid processing capacity has increased from 27,000 b/d to 35,000 b/d, after it underwent de-bottlenecking.

10/12: contract extended bu 1 year. day rate around USD 90,000. Production has declined to 16,400 b/d."
Southeast Asia,Malaysia,PM-3 CAA,Bunga Orkid,Orkid Pakma,Bunga Orkid,,,Installed,2009,2019,Ship,FSO,Oil,,Y,,,,73,04/08: First oil in late Jun 08. Commissioning and testing of offshore facilities have started.
Southeast Asia,Malaysia,PM304,Cendor,Cendor FSO,Cendor Phase I,Petrofac,,Removed,2006,2014,Ship,FSO,Oil,,,,,,63,10/10 to be replaced by Cendor FPSO.
Southeast Asia,Malaysia,PM304,Cendor,Cendor FPSO (CDP-A),Cendor Phase II,Petrofac,,Installed,2014,2024,Ship,FPSO,Oil,Y,Y,,?,,72,
Southeast Asia,Malaysia,Dulang,Dulang,Puteri Dulang,Dulang,Petronas Carigali,,Installed,1989,,Ship,FSO,Oil,,Y,,,,77,
Southeast Asia,Malaysia,SB-J,Gumusut-Kakap,Gumusut-Kakap FPS,Gumusut-Kakap Phase I,,,Installed,2014,,Semi,FPS,Oil & Gas,Y,Y,,Y,Y,"1,200",05/13: FPS sailed out to location in May 2013.
Southeast Asia,Malaysia,SK315,Kayu Manis SE/Anjung Kecil,Nautica Muar FSO,KMSE/AJK Extended Well Testing (EWT),,,Removed,2013,2014,Ship,FSO,Oil,,Y,,,,87,IMO:8601848
Southeast Asia,Malaysia,SK315,Kayu Manis SE/Anjung Kecil,Nautica Muar FSO,KMSE/AJK Marginal Field Development,,,Installed,2014,2018,Ship,FSO,Oil,,Y,,,,87,IMO:8601848
Southeast Asia,Malaysia,SB-K,Kikeh,FPSO Kikeh,Kikeh,Murphy,,Installed,2007,2022,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,341","06/13: Added cabin space for another 40-man. Total 158-man now.

2,300 ton turret, biggest heaviest external turret ever designed/built"
Southeast Asia,Malaysia,SB-K,Kikeh,Kikeh Spar,Kikeh,Murphy,,Installed,2007,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,341",
Southeast Asia,Malaysia,,Koch Oil Storage,Aker Smart 2 FSO,Koch Oil Storage,,,Removed,2007,2007,Ship,FSO,,,,,,,,
Southeast Asia,Malaysia,,Koch Oil Storage,Aker Smart 3 FSO,Koch Oil Storage,,,Removed,2006,2008,Ship,FSO,,,,,,,,12/09 suezmax tanker Aker Smart 3 was sold for net proceeds of USD 7.0 million.
Southeast Asia,Malaysia,SK306,Kumang Cluster,PFLNG1,Kanowit FLNG,Petronas Carigali,,Contracted,2015,,Ship,FPSO,Gas,,,,,,80,"1.2-million-tonne-per-annum (mtpa) floating storage production and offloading (FPSO) unit
Turret supplied by Modec"
Southeast Asia,Malaysia,SK-10,Layang,DeeP Producer 1,Layang,,,Contracted,2016,2023,Ship,FPSO,Oil & Gas,Y,Y,,Y,,90,disconnectable riser buoy for ultra deepwater DP2 operation
Southeast Asia,Malaysia,,Malaysia Oil Storage,BW Nisa FSO,Malaysia Oil Storage,Vitol Energy,,Removed,2006,2009,Ship,FSO,,,,,,,,"Short-term contract for FSO use while being bid for FPSO projects.

Is being converted to FPSO for Papa-Terra. See P-63 FPSO record."
Southeast Asia,Malaysia,SB-G,Malikai,Malikai (MLK-TLP),Malikai,Shell,,Contracted,2016,,TLP,Other,Oil & Gas,,Y,,,,800,
Southeast Asia,Malaysia,PM-12,Masa,FPSO Perintis,Masa,,,Removed,1998,2014,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,40,
Southeast Asia,Malaysia,PM325,North Malay Basin (NMB),Bergading FSO (BRG-FSO),North Malay Basin FFD Phase I,Petronas Carigali,,Tendering,2017,,Ship,FSO,Gas,,,,,,80,Aframax class
Southeast Asia,Malaysia,PM305,Ophir,Ophir FPSO,Ophir,Octanex,,Planned,2015,,Ship,FPSO,Oil,,,,,,70,
Southeast Asia,Malaysia,SK309,Patricia West,FSO Caspian Sea (WP-FA),Patricia West,Murphy,,Installed,2003,,Ship,FSO,,,Y,,,,40,
Southeast Asia,Malaysia,PM318,Penara/North Lukut,Bunga Kertas FPSO,Penara/North Lukut,,,Installed,2003,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,62,
Southeast Asia,Malaysia,PM-3 CAA,PM-3,FSO PM-3 CAA,PM-3,Talisman,,Installed,2003,,Ship,FSO,,,Y,,,,73,"11/11: Previous names: 1992 - Nagasaki Spirit; 1993 - Neptune Leo;
1994 - Eagle Leo; 1995 - Aquila; 1997 - Ross Sea ;2003 - FSO PM-3 CAA"
Southeast Asia,Malaysia,PM318,Pulai,Esso Mercia,Pulai,ExxonMobil,,Removed,1979,1987,Ship,FSO,,N,Y,N,N,N,75,
Southeast Asia,Malaysia,PM313,Sepat,Sepat FSO,Sepat,Petrofac,,Installed,2012,,Ship,FSO,Oil,,Y,,,,65,10/12 will be replaced by CPP after 6-8 yrs of operation
Southeast Asia,Malaysia,PM305,South Angsi,Angsi FSO,South Angsi,Talisman,,Installed,2005,2016,Ship,FSO,Oil,,,,,,72,
Southeast Asia,Malaysia,North Sabah EOR Development PSC,St. Joseph,St. Joseph injection CEOR,St Joseph CEOR (Pilot Phase),,,Tendering,2016,,Ship,Other,Oil,,,,,,50,"09/13: Bumi was the sole bidder and the FPSO award could be worth MYR 300 to 500 million
01/12: Converted CEOR vessel may be deployed  to Barton, South Furious and SF30 
10/11: New technology of chemical-water injection under study that involves injection from floating platform vessel."
Southeast Asia,Malaysia,Tembikai-Chenang Cluster RSC,Tembikai-Chenang,Tembikai FSO,Tembikai,,,Tendering,2015,,Ship,FSO,Oil,,,,,,70,Floating Offshore Installation Ship (FOIS) will be moored 500m from CPP
Southeast Asia,Papua New Guinea,,,Hoegh PNG FLNG,Petromin PNG FLNG,,,Contracted,2017,,Ship,FPSO,Gas,Y,,,Y,,,"11/10: Concept studies, jointly conducted with DSME and Hoegh LNG, have been completed. FID by Dec 2010. Processing capacity of 3.0 mtpa, capable of storing 235,000 cubic metre of LNG and 25,000 cubic metre of condensate, and will be located about 25-30 km from shore."
Southeast Asia,Papua New Guinea,PPL 82,Pandora,Pandora FLNG,Pandora,Talisman,,Possible,2018,,Ship,FPSO,Gas,N,N,,N,N,110,
Southeast Asia,Philippines,,,Luzon LNG FSRU,Bataan LNG project,,,Possible,2017,,Ship,Floating Storage Regasification Unit,Gas,,,,,,,
Southeast Asia,Philippines,,,Yakal/Nido 1X1 FSO/Storage Tanker,Tindalo/Yakal/Nido 1X1,,,Planned,2017,,Ship,FSO,Oil,,,,,,109,
Southeast Asia,Philippines,SC 6,Cadlao,FPSO II,Cadlao,Alcorn,,Removed,1981,1992,Ship,FPSO,Oil & Gas,Y,Y,N,Y,N,91,
Southeast Asia,Philippines,SC 6,Cadlao,Cadlao Redevl FSO,Cadlao Redevelopment,,,Planned,2015,,Ship,FSO,Oil,,,,,,91,
Southeast Asia,Philippines,SC 50,Calauit,Calauit FSO,Calauit,,,Planned,2015,2017,Ship,FSO,Oil,,,,,,85,
Southeast Asia,Philippines,SC 14A,Galoc,Rubicon Intrepid,Galoc Phase I,Galoc Production,,Installed,2008,2018,Ship,FPSO,Oil & Gas,Y,Y,,Y,,320,"03/12: Galoc FPSO upgraded completed, in prep  for phase II development. 
04/08: Pre-commissioning and verification of readiness for hook-up to the pre-installed mooring and riser system is progressing in Batangas. This is almost complete and the vessel is expected to mobilise to the field shortly."
Southeast Asia,Philippines,SC 14A,Matinloc,J Ed Warren,Matinloc,Cities Service,,Removed,1984,1991,Ship,FSO,,N,Y,N,N,N,25,
Southeast Asia,Philippines,SC 14A,South Nido,J Ed Warren,South Nido,Cities Service,,Removed,1979,1983,Ship,FSO,,N,Y,N,N,N,42,
Southeast Asia,Philippines,SC 54A,Tindalo/Yakal/Nido 1X1,Tove Knutsen,Tindalo EWT,,,Removed,2010,2010,Ship,FSO,Oil,,,,,,101,
Southeast Asia,Philippines,C,West Linapacan A,FPSO II,West Linapacan,Alcorn,,Removed,1992,1996,Ship,FPSO,Oil & Gas,Y,Y,N,Y,N,290,
Southeast Asia,Philippines,SC 14C2,West Linapacan A,West Linapacan Redevelopment FPU,West Linapacan A Redevelopment,,,Possible,2015,,Ship,FPS,Oil,Y,,,,N,290,
Southeast Asia,Thailand,,Arthit,FPSO Perisai Kamelia (ex. Lewek Arunothai),Arthit Phase 1A (Arthit North),Hess,,Removed,2009,2011,Ship,FPSO,Gas,,Y,,Y,,80,10/13: Vessel has been on location since June 2013 for hookup and commissioning
Southeast Asia,Thailand,B8/32,Benchamas,Benchamas Explorer,Benchamas,Pogo,,Installed,1999,,Ship,FSO,,N,Y,N,N,N,70,
Southeast Asia,Thailand,B16/17,Bongkot,Bongkot FSO II,Bongkot Phase 1,PTTEP,,Removed,2001,2003,Ship,FSO,,,Y,,,,80,
Southeast Asia,Thailand,B16/17,Bongkot,Peeti,Bongkot Phase 1,PTTEP,,Removed,1992,2001,Ship,FSO,,,Y,,,,80,"Formerly named Bongkot FSO.

Unit previously an FPSO used in the Intan Field off Indonesia. Vessel shortened and converted to an FSO in 1992, after explosion/fire at Intan. Forward section became BONGKOT FSO. Remove to Singapore for scrap, replaced by other FSO before end 2000.   Replacement for BONGKOT 1 FSO. Scrap original, due to corroded ballast tanks. Technip, leader of Technip-ITD consortium = mgrs of FSO changeout. ITD = Italian-Thai Devel. ITD operate FSO for 3mos."
Southeast Asia,Thailand,B16/17,Bongkot,Pathumabaha,Bongkot Phase 3A,PTTEP,,Installed,2003,2017,Ship,FSO,Oil,,Y,,,,80,"25,000 b/d inlet capacity."
Southeast Asia,Thailand,G5/43,Bua Ban Main (Songkhla C),Coastal Energy Resolution,Bua Ban,,,Installed,2010,,Ship,FSO,Oil,,,,,,18,
Southeast Asia,Thailand,B8/38,Bualuang,Rubicon Vantage,Bualuang Phase 1,Salamander Energy,,Removed,2008,2014,Ship,FPSO,Oil & Gas,Y,Y,N,,,60,"10/14: To be run as FSO on Wassana project but vessel retains full production capability and class status as an FPSO. 
Rubicon purchase Nordic Trym tanker from Teekay Marine for USD 35 million"
Southeast Asia,Thailand,B8/38,Bualuang,Suksan Salamander,Bualuang Phase 3,Salamander Energy,,Installed,2014,2024,Ship,FSO,Oil,,,,,,60,"initial period of up to fifteen (15) years without dry-docking
8/14 estimated fully built-up cost of approximately $73 million, including mobilization costs"
Southeast Asia,Thailand,,Erawan,Brilliant Sea,Erawan,Unocal,,Removed,1997,1997,Ship,FSO,,N,Y,N,N,N,54,
Southeast Asia,Thailand,,Erawan,Erawan,Erawan,,,Installed,1981,,Ship,FSO,,N,Y,N,N,N,65,
Southeast Asia,Thailand,B12/13,Erawan,Erawan 2,Erawan Enhancement,,,Installed,2012,,Ship,FSO,Oil,,,,,,70,
Southeast Asia,Thailand,B5/27,Jasmine,FPF3 (ex Jasmine Venture),Jasmine,,,Installed,2005,2018,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,70,
Southeast Asia,Thailand,G1/48,Manora,Manora Princess,Manora,Pearl Energy,,Installed,2014,2021,Ship,FSO,Oil,,Y,,,,46,
Southeast Asia,Thailand,B6/27,Nang Nuan,Pacific Taipan,Nang Nuan,PTTEP,,Removed,1993,1997,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,27,
Southeast Asia,Thailand,B6/27,Nang Nuan,Peeti,Nang Nuan NN A-04,PTTEP,,Installed,2007,,Ship,FSO,,,Y,,,,80,"Formerly named Bongkot FSO.

Unit previously an FPSO used in the Intan Field off Indonesia. Vessel shortened and converted to an FSO in 1992, after explosion/fire at Intan. Forward section became BONGKOT FSO. Remove to Singapore for scrap, replaced by other FSO before end 2000.   Replacement for BONGKOT 1 FSO. Scrap original, due to corroded ballast tanks. Technip, leader of Technip-ITD consortium = mgrs of FSO changeout. ITD = Italian-Thai Devel. ITD operate FSO for 3mos."
Southeast Asia,Thailand,G11/48,Nong Yao,Nong Yao FSO,Nong Yao,Mubadala Petroleum,,Contracted,2015,2018,Ship,FSO,Oil,,Y,,,,150,
Southeast Asia,Thailand,B12/13,Plamuk,Pattani Spirit,Platong FSO,,,Installed,2004,2014,Ship,FSO,,,Y,,,,69,
Southeast Asia,Thailand,G5/43,Songkhla,Trust Navigator,Songkhla Phase 1,NuCoastal,,Installed,2009,,Ship,FSO,Oil,,Y,,,,20,"02/08: Tanker hull acquired for USD 8 million. Negotiating with contractors on the conversion. This could take two to four months to complete, subject to availability of yard space."
Southeast Asia,Thailand,B8/32,Tantawan,Tantawan Explorer,Tantawan,,,Installed,1997,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,74,
Southeast Asia,Thailand,B12/27,Ubon,Ubon FSO,Ubon,,,Tendering,2018,,Ship,FSO,Condensate & Gas,,,,,,78,
Southeast Asia,Thailand,G10/48,Wassana,Rubicon Vantage,Wassana,Salamander Energy,,Contracted,2015,2020,Ship,FPSO,Oil & Gas,Y,Y,N,,,60,"10/14: To be run as FSO on Wassana project but vessel retains full production capability and class status as an FPSO. 
Rubicon purchase Nordic Trym tanker from Teekay Marine for USD 35 million"
Southeast Asia,Vietnam,9-1,Bach Ho (White Tiger),Chi Lang,Bach Ho Floating,Vietsovpetro,,Installed,1991,,Ship,FSO,,N,Y,N,N,N,50,
Southeast Asia,Vietnam,9-1,Bach Ho (White Tiger),Chi Linh,Bach Ho Floating,Vietsovpetro,,Removed,1984,2009,Ship,FPSO,Oil,Y,Y,,Y,N,25,
Southeast Asia,Vietnam,9-1,Bach Ho (White Tiger),Vietsovpetro 1,Bach Ho Floating,Vietsovpetro,,Installed,2000,,Ship,FSO,,,Y,,,,25,
Southeast Asia,Vietnam,9-1,Bach Ho (White Tiger),FSO-5,Bach Ho FSO Replacement,,,Installed,2010,,Ship,FSO,,,Y,,,,50,
Southeast Asia,Vietnam,07/03,Ca Rong Do/Ca Duc,,Ca Rong Do (CRD)/Ca Duc,,,Planned,2017,,Ship,FPSO,Condensate & Gas,,,,,,319,
Southeast Asia,Vietnam,12E,Chim Sao (ex Blackbird),Lewek Emas FPSO,Chim Sao,,,Installed,2011,2017,Ship,FPSO,Oil,,,,,,110,"05/11: Still in yard for final testing, FPSO will be leased for up to 12 years"
Southeast Asia,Vietnam,05-1A,Dai Hung,DH-01,Dai Hung Phase I,Vietsovpetro,Kufpec,Installed,1994,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,115,"1/12: FPU DH-01 due for a topside survey and overhaul in a drydock in 2014. These include equipment on board the FPU and other general upgrades. The FPU will be towed to a local shipyard to enter a drydock for the work. Details of the work scope are still being planned, and a tender is expected to be launched in due course."
Southeast Asia,Vietnam,05-1A,Dai Hung,Lobom Este,Dai Hung Phase II and III,PVEP,,Removed,2002,2009,Ship,FSO,,,Y,,,,115,
Southeast Asia,Vietnam,05-1A,Dai Hung,Kamari,Dai Hung Phase II Expansion (FSO),PVEP,,Installed,2009,,Ship,FSO,,,,,,,115,
Southeast Asia,Vietnam,10/11-1,Gau Cua/Ca Cuo,Gau Cua FPSO,Gau Cua/Ca Cuo,,,Possible,2018,,Ship,FPSO,Oil,,,,,,90,
Southeast Asia,Vietnam,5-2,Hai Thach/Moc Tinh,PTSC Bien Dong 01,Hai Thach/Moc Tinh,,,Installed,2013,2023,Ship,FSO,Condensate & Gas,,Y,,,,187,"04/10: Oil storage: 250,000 - 300,000 bbl. Condensate storage: 300,000 - 500,000
6/10 bareboat agreement"
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong FSO,Ham Rong EPS,Petronas Carigali,,Tendering,2016,,Ship,FSO,,,,,,,60,Ham Rong to be developed using MOPU and FSO.
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong FPSO,Ham Rong FPS,,,Possible,2018,,Ship,FPSO,Oil,,,,,,60,05/13: Dependent on results of EPS.
Southeast Asia,Vietnam,15-2,Rang Dong,FPSO Rang Dong I,Rang Dong FPSO,,,Removed,1998,2008,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,59,9/10 sold for scrapping 4Q09
Southeast Asia,Vietnam,15-2,Rang Dong,Rang Dong FSO,Rang Dong FSO,JVPC,,Installed,2008,2017,Ship,FSO,Oil,,Y,,,,60,"05/08: Cosco says work on the Rang Dong FSO is complete and is ready for delivery to Modec, which was awarded the contract by JVPC."
Southeast Asia,Vietnam,9-1,Rong (Dragon),Ba Vi,Rong,Vietsovpetro,,Installed,1994,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,48,
Southeast Asia,Vietnam,11-2,Rong Doi Tay,Rong Doi 12,Rong Doi Tay,KNOC,,Installed,2006,2036,Ship,FSO,Condensate & Gas,,N,,,,85,
Southeast Asia,Vietnam,01-02,Ruby,Ruby Princess,Ruby,,,Removed,1998,2010,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,50,"11/10: Sold to an undisclosed India- based buyer from the region on an as-is basis. It is still anchored off Vung Tau as of now, and its departure remain unclear at this stage."
Southeast Asia,Vietnam,01-02,Ruby,Ruby II FPSO,Ruby Phase III/Pearl,,,Installed,2010,2018,Ship,FPSO,Oil & Gas,Y,Y,,Y,,50,"04/08: FPSO being converted from 100,024-dwt Cherry II tanker. 
FPSO is owned and operated by Vietnam Offshore Floating Terminals (VOFT), a joint venture company between PetroVietnam Technical Services Corporation (PTSC) and partner MISC Malaysia, of which PTSC holds 60% capital."
Southeast Asia,Vietnam,46/02,Song Doc,Song Doc Pride MV 19,Song Doc,Truong Son JOC,,Installed,2008,2018,Ship,FPSO,Oil,Y,Y,N,Y,,52,Ocean Pride tanker was sold for USD 18 million on March 2007
Southeast Asia,Vietnam,B,South West Gas Program (Omon),Block B Gas Liquids FSO,Block B Gas project,Chevron,,Tendering,2017,,Ship,FSO,Oil & Gas,,,,,,65,
Southeast Asia,Vietnam,15-1,Su Tu Den,FPSO Cuulong MV9,Su Tu Den,Cuu Long JOC,,Installed,2003,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,48,
Southeast Asia,Vietnam,15-1,Su Tu Vang,Queensway,Su Tu Vang,,,Installed,2008,,Ship,FSO,Oil,,Y,,,,50,
Southeast Asia,Vietnam,16-1,Te Giac Trang (TGT),Armada TGT1,Te Giac Trang Phase I,Hoang Long JOC,,Installed,2011,2018,Ship,FPSO,Oil & Gas,Y,Y,N,,Y,91,turret design - SOFEC/MODEC
Southeast Asia,Vietnam,02/97,Thang Long/Dong Do,PTSC Lam Son,Thang Long/Dong Do,Lamson,,Installed,2014,2021,Ship,FPSO,Oil & Gas,Y,Y,,,N,68,"06/12: PVTrans has proposed the 243m long 96,000 dwt tanker Poseidon M. as the vessel for the conversion project. Conversion works will take place in a Singapore shipyard and is scheduled for delivery within 17 months. The first oil to deliver in October 2013

05/12: FPSO LOI w/Fred Olsen expired without concluding the contract"
"USA, Gulf of Mexico",USA,Green Canyon - 254,Allegheny,Allegheny,Allegheny,Eni,,Installed,1999,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,991,
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Appomattox,Shell,,Tendering,2019,,Semi,FPS,Oil & Gas,,,,,,"2,195",
"USA, Gulf of Mexico",USA,Green Canyon - 699,Atlantis,Atlantis,Atlantis,BP,,Installed,2007,,Semi,Other,Oil & Gas,Y,Y,N,Y,Y,"2,149",Sits in GC 787
"USA, Gulf of Mexico",USA,Garden Banks - 426,Auger,Auger,Auger,Shell,,Installed,1994,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,872,
"USA, Gulf of Mexico",USA,Walker Ridge - 29,Big Foot,Big Foot,Big Foot,Chevron,,Contracted,2015,,TLP,FPS,Oil & Gas,Y,Y,Y,,Y,"1,585",
"USA, Gulf of Mexico",USA,Miss Canyon - 650,Blind Faith,Blind Faith,Blind Faith,Chevron,,Installed,2008,,Semi,Other,Oil & Gas,Y,N,,N,N,"1,975","Hull is Aker Kvaerner's Deep Draft Semi design.
10/08 Kv‘rner's four-column ring pontoon Deep Draft Semisubmersible (DDS) concept"
"USA, Gulf of Mexico",USA,East Breaks - 643,Boomvang,Global Producer VI,Boomvang,Anadarko,,Installed,2002,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,052",
"USA, Gulf of Mexico",USA,Green Canyon - 158,Brutus,Brutus,Brutus,Shell,,Installed,2001,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,910,
"USA, Gulf of Mexico",USA,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin Semi,Buckskin/Moccasin,Chevron,,Planned,2019,,Semi,FPS,Oil,,,,,,"2,100",
"USA, Gulf of Mexico",USA,Walker Ridge - 206,Cascade/Chinook,BW Pioneer,Cascade/Chinook Phase 1,Petrobras,,Installed,2012,2017,Ship,FPSO,Oil,Y,Y,,Y,,"2,499",4/11: set back experienced at Chinook. Field's buoyancy can separated from free standing hybrid riser system. First production guidance will not be issued until investigation is complete.
"USA, Gulf of Mexico",USA,Walker Ridge - 206,Cascade/Chinook,Cascade Phase 3,Cascade/Chinook Phase 3,Petrobras,,Possible,2020,,Ship,FPSO,Oil & Gas,Y,Y,,Y,,"2,499",More permanent FPU could follow 5-7 years after Phase 1 start-up.
"USA, Gulf of Mexico",USA,Green Canyon - 680,Constitution,Constitution,Constitution,Anadarko,,Installed,2006,,Spar,Other,,Y,Y,Y,Y,Y,"1,524",
"USA, Gulf of Mexico",USA,,Cooper,Enserch Garden Banks,Cooper,,,Removed,1995,1999,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,668,
"USA, Gulf of Mexico",USA,Miss Canyon - 254,Delta House,Delta House,Delta House,LLOG,,Contracted,2015,,Semi,FPS,Oil & Gas,,,,,,"1,656","specs based on Exmar's OPTI 11,000 hull design"
"USA, Gulf of Mexico",USA,Miss Canyon - 773,Devil's Tower,Devils Tower,Devil's Tower,,,Installed,2004,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,710",
"USA, Gulf of Mexico",USA,Green Canyon - 338,Front Runner,Front Runner,Front Runner,Murphy,,Installed,2004,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,015",
"USA, Gulf of Mexico",USA,Green Canyon - 205,Genesis,Genesis,Genesis,,,Installed,1998,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,792,
"USA, Gulf of Mexico",USA,Miss Canyon - 711,Gomez,ATP Innovator,Gomez,ATP Oil & Gas,,Removed,2006,2013,Semi,Other,Oil & Gas,Y,Y,,N,N,910,"3/14: platform decommissioned and towed to Ingleside, TX; plans for unit unclear.
6/13: ATP Innovator and Gomez project shut-in"
"USA, Gulf of Mexico",USA,Green Canyon - 29,Green Canyon 29,Molly Brown,Green Canyon 29,,,Removed,1987,1990,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,475,Will be converted to a drilling unit..
"USA, Gulf of Mexico",USA,Green Canyon - 644,Green Canyon 644,Holstein,Holstein,BP,Shell,Installed,2004,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,324",
"USA, Gulf of Mexico",USA,Green Canyon - 782,Green Canyon 782,Mad Dog,Mad Dog,BP,,Installed,2005,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,372",
"USA, Gulf of Mexico",USA,Green Canyon - 82,Green Canyon 82,Healey,Healey,W & T Offshore,,Cancelled,2017,,Semi,FPS,Oil & Gas,,,,,,747,Lease to expire in 2014; project was deferred in 2009.
"USA, Gulf of Mexico",USA,Garden Banks - 668,Gunnison,Global Producer VII,Gunnison,Anadarko,,Installed,2003,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,960,
"USA, Gulf of Mexico",USA,Keathley Canyon - 919,Hadrian,Hadrian North Semi,Hadrian North,ExxonMobil,,Planned,2018,,Semi,FPS,Oil & Gas,,,,,,"2,256",
"USA, Gulf of Mexico",USA,Green Canyon - 860,Heidelberg,Heidelberg spar,Heidelberg,Anadarko,,Contracted,2016,,Spar,FPS,Oil & Gas,,,,,,"1,524",Technip designing spar hull. Lucius lookalike.
"USA, Gulf of Mexico",USA,Alaminos Canyon - 26,Hoover/Diana,Hoover DDCV,Hoover,ExxonMobil,,Installed,1999,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,471",
"USA, Gulf of Mexico",USA,Miss Canyon - 127,Horn Mountain,Horn Mountain,Horn Mountain,BP,,Installed,2002,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,646",
"USA, Gulf of Mexico",USA,Miss Canyon - 920,Independence Hub,Independence Hub,Independence Hub,Anadarko,,Installed,2007,,Semi,FPS,Gas,Y,Y,N,Y,Y,"2,438",
"USA, Gulf of Mexico",USA,Walker Ridge - 759,Jack/St. Malo,Jack/St. Malo,Jack/St. Malo Phase I,Chevron,,Contracted,2014,,Semi,FPS,Oil,Y,Y,,Y,,"2,122",3/09: Chevron to utilise a semi-submersible design.
"USA, Gulf of Mexico",USA,Green Canyon - 184,Jolliet,Jolliet,Jolliet,ConocoPhillips,,Installed,1989,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,536,
"USA, Gulf of Mexico",USA,Keathley Canyon - 292,Kaskida,Kaskida,Kaskida,BP,,Possible,2020,,Spar,FPS,Oil,Y,Y,,Y,,"1,786",spar or fpso possible
"USA, Gulf of Mexico",USA,Keathley Canyon - 875,Lucius,Lucius Spar,Lucius,Anadarko,,Contracted,2014,,Spar,FPS,Oil,,Y,,,,"2,164",
