FieldsBase Pipeline Search - Data Download,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:14 for Dirk Rook,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Start region,End region,Start country,End country,Start block,End block,Start field,End field,Start water depth (m),End water depth (m),Project,Operator,Status,Type,Function,Product,Diameter (inch),Length (km),Installation year,Remark
,"USA, Gulf of Mexico",,USA,,Lloyd Ridge - 370,,Diamond (Murphy),,"3,048",Diamond - Murphy,Murphy,Possible,Umbilical,,,2,8,2016,
,Mediterranean/Black Sea,,Tunisia,,,,,,,Didon Phase III,EnQuest,Installed,Umbilical,,,5,,2009,
,Australia/New Zealand,,Australia,,,,,,,Dockrell,Woodside,Possible,Umbilical,,,2,3,2018,
,Australia/New Zealand,,Australia,,,,,,,Dockrell,Woodside,Possible,Umbilical,,,2,3,2018,
,Australia/New Zealand,,Australia,,,,,,,Dockrell,Woodside,Possible,Umbilical,,,2,3,2018,
,Australia/New Zealand,,Australia,,WA-5-L,,Dockrell,128,110,Dockrell,Woodside,Possible,Umbilical,,,2,,2018,
,Northwest Europe,,United Kingdom,,,,,,,Don Fields Phase II,EnQuest,Installed,Umbilical,,,0,1,2010,
,Northwest Europe,,United Kingdom,,,,,,,"DonNE, Don decommissioning",BP,Removed,Umbilical,,,3,18,1989,
,Northwest Europe,,United Kingdom,,,,,,,"DonNE, Don decommissioning",BP,Removed,Umbilical,,,4,18,1989,
,"USA, Gulf of Mexico",,USA,,Viosca Knoll - 915,,Marlin Hub,986,"1,085",Dorado,BP,Installed,Umbilical,Production,,2,6,2008,3-well development
,Northwest Europe,,United Kingdom,,103/1a,,Dragon,100,100,Dragon,Providence,Possible,Umbilical,Production,Gas,0,60,2016,10/05:Appraisal-Dry Hole.Uk-Eire Median Line.Field Mostly In Irish
,Northwest Europe,,United Kingdom,,3/14a,,Dunbar,145,145,Dunbar South,Total,Cancelled,Umbilical,,,,5,2001,
,,,,,,,,20,,Dzheitune B,Dragon Oil,Installed,Trunkline,Production,Oil/Gas,30,40,2010,
,Northwest Europe,,United Kingdom,,47/14a,,Amethyst,0,24,Easington Terminal,BP,Installed,Exportline,Production,Methanol,3,49,1989,
,"USA, Gulf of Mexico",,USA,,,,,109,,East Cameron 368,W & T Offshore,Installed,Umbilical,,,,8,2003,
,West Africa,,Angola,,15/06,,West Hub,500,"1,400",East Hub,Eni,Tendering,Umbilical,,,2,15,2016,
,,,,,,,,,,East Java Gas Pipeline (EJGP),Pertamina,Installed,Trunkline,,,28,360,1993,
,,,,,,,,"1,829",,Eastern Caribbean Gas Pipeline Phase II,ECGPC,Possible,Trunkline,Production,Gas,6,32,2018,"Lateral to Dominica off of the 8-in St. Anne, Martinique to Guadeloupe pipeline - part of ECGP project phase II"
,Australia/New Zealand,,Australia,,WA-23-L,,Echo-Yodel,133,133,Echo-Yodel Phase II,Woodside,Possible,Umbilical,Production,Gas,2,3,2018,03/05: Echo A Subsea Production Well To Be Drilled In Upper E
,West Africa,,Equatorial Guinea,,,,,183,200,EG LNG Train 2,ExxonMobil,Planned,Umbilical,,,2,13,2016,
,Southeast Asia,,Brunei Darussalam,,,,Egret,60,,Egret,Shell,Installed,Umbilical,,,2,15,2003,
,West Africa,,Nigeria,,OML 102,,Ekanga,125,213,Ekanga,ExxonMobil,Installed,Umbilical,,,,15,2003,
,Northwest Europe,,Germany,,,,EMS Estuary Emshorn,0,13,EMS Estuary Emshorn,BEB,Installed,Umbilical,,,2,7,1982,
,Northwest Europe,,Germany,,,,EMS Estuary Emshorn,0,13,EMS Estuary Emshorn,BEB,Installed,Umbilical,,,2,7,1982,
,Australia/New Zealand,,Australia,,,,,,,Equus LNG,Hess,Possible,Umbilical,,,2,136,2017,09/12: Total of 136km of umbilical
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,South America,,Brazil,,,,Espadarte,,,Espadarte Module 2,Petrobras,Installed,Umbilical,,,2,5,2006,
,West Africa,,Gabon,,,,,76,,Etame,Vaalco,Installed,Umbilical,,,,5,2002,
,West Africa,,Gabon,,,,,76,,Etame,Vaalco,Installed,Umbilical,,,,5,2002,
,West Africa,,Gabon,,,,,76,,Etame,Vaalco,Installed,Umbilical,,,,5,2002,
,West Africa,,Gabon,,,,,76,,Etame,Vaalco,Installed,Umbilical,,,,5,2004,
,,,,22/20,,Eastern Trough Area Project (ETAP),,90,90,ETAP Ph. 1 (Machar/Mungo/Marnock/Monan),BP,Installed,Exportline,Production,Oil,12,35,1997,
,"USA, Gulf of Mexico",,USA,,,,,62,,Eugene Island 304,ERT,Installed,Umbilical,,,,9,2003,
,"USA, Gulf of Mexico",,USA,,,,,86,,Eugene Island 343,Statoil,Installed,Umbilical,,,,8,2004,
,"USA, Gulf of Mexico",,USA,,,,,86,,Eugene Island 343,Statoil,Installed,Umbilical,,,,8,2004,
,"USA, Gulf of Mexico",,USA,,,,,87,,Eugene Island 355,Hunt Oil,Installed,Umbilical,,,,7,2003,
,"USA, Gulf of Mexico",,USA,,,,,139,160,Eugene Island 395,Walter Oil & Gas,Installed,Umbilical,,,,10,2004,
,,,,,,,,4,63,Eugene Island Area,Chevron,Installed,Flowline,Production,,4,5,1992,
,"USA, Gulf of Mexico",,USA,,Ewing Bank - 963,,Ewing Bank 963,,536,Ewing Bank 963,Marathon,Installed,Umbilical,,Service,2,0,2008,
,Northwest Europe,,Norway,,,,Troll East (Gas),,303,Export Riser Support Structure,Statoil,Installed,Exportline,Production,Gas,,,1995,
,,,,,,,,0,,Export trunkline from North Malay Basin to onshore Malaysia,Petronas Carigali,Tendering,Trunkline,,,28,290,2014,Total length of trunkline from JDA to onshore is over 300km. This section will be constructed by Petronas Carigali and partners of the North Malay Basin operators.
,West Africa,,South Africa,,,,,150,150,F-O Phase 1 (Ikhwezi),Petro SA,Installed,Umbilical,,,2,2,2013,
,Northwest Europe,,Netherlands,,,,,48,48,F/16-E,Wintershall,Installed,Umbilical,,,,5,2005,
,"USA, Gulf of Mexico",,USA,,Viosca Knoll - 1003,,Fastball,,"1,478",Fastball,Newfield Exploration,Installed,Umbilical,,,2,21,2009,"An associated 2.4-inch electrical umbilical, 13.16 miles in length, from UTA ""B"" in Viosca Knoll Area Block 868, through Viosca Knoll Area Blocks 912, 913, 957, 958, 1002, to UTA ""C"" in Viosca Knoll Area Block 1003."
,"USA, Gulf of Mexico",,USA,,Viosca Knoll - 1003,,Fastball,,"1,478",Fastball,Newfield Exploration,Installed,Umbilical,,,5,21,2009,"An associated 4-inch and 5-inch umbilical, 13.16 miles in length, from UTA ""A"" in Viosca Knoll Area Block 868, through Viosca Knoll Area Blocks 912, 913, 957, 958, 1002, to a SUTA in Viosca Knoll Area Block 1003."
,"USA, Gulf of Mexico",,USA,,Viosca Knoll - 1003,,Fastball,,"1,478",Fastball,Newfield Exploration,Installed,Umbilical,,,4,21,2009,"An associated 4-inch and 5-inch umbilical, 13.16 miles in length, from UTA ""A"" in Viosca Knoll Area Block 868, through Viosca Knoll Area Blocks 912, 913, 957, 958, 1002, to a SUTA in Viosca Knoll Area Block 1003."
,Northwest Europe,,United Kingdom,,,,,496,496,Foinaven 2008-2010,BP,Installed,Umbilical,,,2,2,2010,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,South America,,Brazil,,,,,,,Frade,Chevron,Installed,Umbilical,,,4,2,2009,
,Northwest Europe,,United Kingdom,,29/3a,,Fram,97,97,Fram (UK),Shell,Planned,Umbilical,,,2,3,2016,
,Northwest Europe,,United Kingdom,,,,,97,97,Fram (UK),Shell,Planned,Umbilical,,,2,3,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,,,Franco 1 (P-74),Petrobras,Planned,Umbilical,,,2,5,2016,
,South America,,Brazil,,,,,"1,800","1,800",Franco Leste,Petrobras,Planned,Umbilical,,,2,70,2018,6/12: estimated total length of all umbilicals
,South America,,Brazil,,Transfer of Rights,,Buzios (Franco),,,Franco NW (P-77),Petrobras,Planned,Umbilical,,,2,100,2017,
,South America,,Brazil,,Transfer of Rights,,Buzios (Franco),,,Franco Sul (P-76),Petrobras,Planned,Umbilical,,,2,100,2017,6/12: estimated total length of all umbilicals
,South America,,Brazil,,Transfer of Rights,,Buzios (Franco),,,Franco SW (P-75),Petrobras,Planned,Umbilical,,,2,100,2016,
,Northwest Europe,,Denmark,,,,,,,Freja (ex-Gert),Maersk Oil,Possible,Umbilical,,,,5,2020,
,Northwest Europe,,United Kingdom,,296/10,,Freya,140,140,Freya,Faroe Petroleum,Cancelled,Umbilical,,,,1,2014,
,"USA, Gulf of Mexico",,USA,,,,,"1,066",,Front Runner South,Murphy,Installed,Umbilical,,,,11,2004,
,Indian Ocean,,India,,KG-DWN-98/2 (KG-D5),,G-1/GS-15,0,600,G-1/GS-15,ONGC,Installed,Umbilical,Injection,Gas,2,25,2011,
,Northwest Europe,,United Kingdom,,,,,149,,Galley Redevelopment,Talisman,Installed,Umbilical,,,,27,2007,Will reuse existing flowline
,"USA, Gulf of Mexico",,USA,,,,,183,183,"Garden Banks 139, Garden Banks 139 P&A",W & T Offshore,Installed,Umbilical,,,,9,2003,
,West Africa,,Angola,,,,,"1,325","1,400",Gas Export Project (GEP) Block 18,BP,Installed,Umbilical,,,,1,2011,
,,,,,,,,100,0,Gas Sul/Norte Capixaba (GSNC) Pipeline,Petrobras,Installed,Exportline,Production,Gas,18,160,2012,shallow portion
,Northwest Europe,,United Kingdom,,,,,0,23,Gateway Gas Storage Project,Gateway Storage Company,Possible,Umbilical,,Other,,25,2021,"to supply electricity to the monopods, to power the cavern leaching pumps and gas well controls, a 66 kilovolt (kV) cable will be laid from shore to monopod No.1 Power will then be distributed via 11 kV cables using three circuits with a maximum of eight monopods per circuit. There will be fibre optic cores within these cables running between the 19 monopods to monopod No 1. These will allow for operational communication and control and remote shut down."
,,,,,,,,21,0,Gateway Gas Storage Project,Gateway Storage Company,Possible,Exportline,Production,Gas,36,24,2021,"02/09:two 24 kilometre long offshore 36-in. import/export lines running from Walney Island
to the ring main."
,West Africa,,Cote d'Ivoire,,,,,,,Gazelle,Azonto Petroleum,Cancelled,Umbilical,,,,,2012,
,West Africa,,Cote d'Ivoire,,,,,,,Gazelle,Azonto Petroleum,Cancelled,Umbilical,,,,,2013,
,Southeast Asia,,Indonesia,,,,,"1,730","1,730",Gendalo/Gehem,Chevron,Tendering,Umbilical,,,2,18,2017,09/05:Dev Plans Being Formulated For Hub.In-House Studies On
,Southeast Asia,,Indonesia,,,,,"1,425","1,425",Gendalo/Gehem,Chevron,Tendering,Umbilical,,,2,62,2017,09/05: New Operator Conducting Further Studies. Poss Eps: S/S
,"USA, Gulf of Mexico",,USA,,,,,"1,311","1,317",Genghis Khan,BHP Billiton,Installed,Umbilical,,,,4,2007,
,Australia/New Zealand,,Australia,,,,,,,Geryon/Orthrus tieback,Chevron,Possible,Umbilical,,,2,10,2016,
,Australia/New Zealand,,Australia,,,,,,,Geryon/Orthrus tieback,Chevron,Possible,Umbilical,,,2,10,2016,
,,,,,,,,,,GiRRI,Total,Installed,Flowline,,,10,1,2012,
,Northwest Europe,,Denmark,,5604/26,,Gita/Amalie,66,66,Gita/Amalie,DONG,Cancelled,Umbilical,,,,8,2018,
,Northwest Europe,,Norway,,35/9,,Gjoea,380,380,Gjoea,GDF Suez,Installed,Umbilical,Production,,0,100,2010,
,"USA, Gulf of Mexico",,USA,,,,,"1,005",906,Glider,Shell,Installed,Umbilical,,,,14,2004,
,Northwest Europe,,Norway,,,,,120,120,Glitne,Statoil,Installed,Umbilical,,,2,2,2001,
,Northwest Europe,,Norway,,,,,120,120,Glitne,Statoil,Installed,Umbilical,,,2,2,2001,
,Northwest Europe,,Norway,,,,,120,120,Glitne,Statoil,Installed,Umbilical,,,2,2,2001,
,Northwest Europe,,Norway,,,,,120,120,Glitne,Statoil,Installed,Umbilical,,,2,2,2001,
,Northwest Europe,,Norway,,,,,120,120,Glitne,Statoil,Installed,Umbilical,,,2,2,2001,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 1,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2006,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2007,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2007,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2007,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2007,
,South America,,Brazil,,,,,,,Golfinho Module 2,Petrobras,Installed,Umbilical,,,2,3,2007,
,South America,,Brazil,,,,,,,Golfinho Module 2 (EWT),Petrobras,Installed,Umbilical,,,2,2,2006,
,Northwest Europe,,Norway,,7122/7,,Goliat,0,383,Goliat,Eni,Installed,Umbilical,,,,106,2013,
,Australia/New Zealand,,Australia,,WA-2-R,,Gorgon/Jansz/Io,200,200,Gorgon Phase I,Chevron,Installed,Umbilical,,Service,2,65,2014,
,Australia/New Zealand,,Australia,,WA-18-R,,Gorgon/Jansz/Io,0,"1,350",Gorgon Phase I,Chevron,Installed,Umbilical,,Service,2,180,2014,
,West Africa,,Angola,,,,,"1,400","1,400",Greater Plutonio Phase 2,BP,Installed,Umbilical,,,,5,2013,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Australia/New Zealand,,Australia,,,,,,,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,Umbilical,,,2,3,2016,
,Northwest Europe,,Norway,,,,,,,Grevling,Talisman,Possible,Umbilical,,,,16,2017,
,Northwest Europe,,United Kingdom,,,,,,,Gryphon North,Maersk Oil,Installed,Umbilical,,,2,2,2002,
,,,,,,,,0,8,Guamare land terminal,Petrobras,Installed,Exportline,Production,,26,7,1998,
,Northwest Europe,,Norway,,15/3,,Gudrun,107,110,Gudrun,Statoil,Installed,Umbilical,,,,55,2013,
,,,,,,,,32,0,Gulf of Kutch,IOCL,Installed,Exportline,Production,,42,9,1996,
,,,,,,,,35,0,Gulf of Kutch - PLEM,Indian Oil Corporation,Installed,Exportline,Production,Oil,42,6,1997,
,,,,,,,,35,0,Gulf of Kutch - PLEM,Indian Oil Corporation,Installed,Exportline,Production,Oil,42,2,1997,
,,,,,,,,,0,Gulf of Kutch Mooring Buoy,Indian Oil Corporation,Installed,Exportline,Production,Oil,42,5,1978,
,,,,,,,,46,46,Gulf of Suez,GUPCO,Installed,Exportline,Production,Oil,4,36,1997,
,,,,,,,,46,46,Gulf of Suez,GUPCO,Installed,Flowline,Production,Methanol,1,9,1997,
,,,,,,,,,,Gulf of Suez,GUPCO,Installed,Exportline,Production,Oil/Gas,4,17,1998,Coiled tubing lines.
,,,,,,,,,,Gulf of Suez,GUPCO,Installed,Flowline,Production,Methanol,1,9,1998,Coiled tubing lines.
,,,,,,,,,,Gulf of Suez,GUPCO,Installed,Flowline,Injection,Gas,4,16,1998,Coiled tubing lines.
,,,,,,,,,,Gulf of Suez,GUPCO,Installed,Flowline,Injection,Water,4,3,1998,Coiled tubing lines.
,Middle East,,Egypt,,,,East Zeit,30,0,Gulf of Suez Mooring Buoy,ExxonMobil,Installed,Exportline,Production,Water,20,2,1985,
,,,,,,Gulf of Tai Po,,,0,Gulf of Tai Po,Hong Kong&China Gas,Installed,Exportline,Production,,18,10,1986,
,,,,,,Gulf of Tai Po,,,0,Gulf of Tai Po,Hong Kong&China Gas,Installed,Exportline,Production,,28,10,1986,
,,,,,,Gulf of Tai Po,,,0,Gulf of Tai Po,Hong Kong&China Gas,Installed,Flowline,Production,Gas,6,10,1986,
,,,,,,,,70,70,Gulf of Thailand Fields,Chevron,Installed,Exportline,Production,Gas,24,3,1992,
,,,,,,,,70,70,Gulf of Thailand Fields,Chevron,Installed,Flowline,Production,Gas,6,2,1992,
,,,,,,,,70,70,Gulf of Thailand Fields,Chevron,Installed,Flowline,Production,Gas,10,10,1992,
,,,,,,,,6,6,Gulfport Channel Area,Chevron,Installed,Exportline,Production,Oil,20,1,1992,
,"USA, Gulf of Mexico",,USA,,,,,960,,Gunnison,Anadarko,Installed,Umbilical,,,,20,2003,
,Mediterranean/Black Sea,,Egypt,,Ras El Barr,,Ha'py,0,80,Ha'py,BP,Installed,Umbilical,Production,Chemical,3,70,1999,
,"USA, Gulf of Mexico",,USA,,Keathley Canyon - 918,,Hadrian,"2,225","2,164",Hadrian North,ExxonMobil,Planned,Umbilical,,,2,8,2017,
,Northwest Europe,,United Kingdom,,,,,,,Halley/Appleton,Talisman,Possible,Umbilical,,,,2,2019,
,Mediterranean/Black Sea,,Tunisia,,Bargou,,Hammamet West,0,60,Hammamet West,Dragon Oil,Possible,Umbilical,,,,15,2017,
,Mediterranean/Black Sea,,Tunisia,,,,Hasdrubal,0,62,Hasdrubal,BG,Installed,Umbilical,,,,110,2007,
,Northwest Europe,,Ireland,,49/9a,,Helvick,86,86,Helvick,Providence,Possible,Umbilical,,,,5,2018,
,Northwest Europe,,United Kingdom,,15/13a,,Hood,,116,Hood,NIOC,Possible,Umbilical,,,,19,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2017,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2017,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2017,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2017,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2017,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,"2,140","2,134",Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,"2,140","2,134",Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,"2,140","2,134",Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,"2,140","2,134",Iara Horst (P-70),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2018,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,South America,,Brazil,,,,,,,Iara NW (P-71),Petrobras,Planned,Umbilical,,,2,5,2019,
,West Africa,,South Africa,,2,,Ibhubesi,244,240,Ibhubesi Ph 1,Sunbird Energy,Planned,Umbilical,Production,Gas,,50,2018,
,West Africa,,South Africa,,,,,244,244,Ibhubesi Ph 4 (North),Sunbird Energy,Cancelled,Umbilical,,,,45,2029,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,Australia/New Zealand,,Australia,,,,,,,Ichthys Expansion,INPEX,Planned,Umbilical,,,2,15,2024,
,"USA, Gulf of Mexico",,USA,,,,Independence Hub,"2,438","2,682",Independence Hub,Anadarko,Installed,Umbilical,Production,,,46,2006,Diameter and length assumed. First production targeted for 2007. Anadarko holds 100% W.I. in the field.
,"USA, Gulf of Mexico",,USA,,,,Independence Hub,"2,438","2,469",Independence Hub,Anadarko,Installed,Umbilical,Production,,,35,2006,"Diameter and length assumed. First production targeted for 2007. Anadarko holds a 45% W.I., Dominion has a 36/67% W.I. and Spinnaker holds the remaining 18.33% W.I. in the field. Aker Kvaerner is responsible for installing the umbilical."
,Southeast Asia,,Indonesia,,South East Sumatra (SES),,Intan,22,22,Intan,Maxus,Installed,Umbilical,Production,,2,12,2003,
,Indian Ocean,,India,,KG-OS-DW-IV,,Vashishta/S1 Development,,503,Integrated Vashishta/S1 Development,ONGC,Tendering,Umbilical,,,2,5,2016,
,Indian Ocean,,India,,KG-OS-DW-IV,,Vashishta/S1 Development,,515,Integrated Vashishta/S1 Development,ONGC,Tendering,Umbilical,,,2,5,2016,
,,,,,,,,180,0,Interconnector at Valleyfield across North Channel,Premier,Installed,Trunkline,Production,Gas,24,50,1995,SNIPS project.
,Indian Ocean,,India,,Mumbai High,,Mumbai High South,70,70,IT/IN,ONGC,Installed,Exportline,Production,Oil/Gas,16,6,1993,
,South America,,Brazil,,,,Jabuti,,,Jabuti - Marlim Leste Module 2,Petrobras,Installed,Umbilical,,,2,6,2008,
,South America,,Brazil,,,,Jabuti,,,Jabuti - Marlim Leste Module 2,Petrobras,Installed,Umbilical,,,2,3,2008,
,South America,,Brazil,,,,Jabuti,,,Jabuti - Marlim Leste Module 2,Petrobras,Installed,Umbilical,,,2,3,2008,
,South America,,Brazil,,,,Marlim Leste,,,Jabuti - Marlim Leste Module 2,Petrobras,Installed,Umbilical,,,2,2,2008,
,South America,,Brazil,,,,Marlim Leste,,,Jabuti - Marlim Leste Module 2,Petrobras,Installed,Umbilical,,,2,2,2008,
