FieldsBase Field Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:44 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Project,Operator,Status,Production type,Production start date,Water depth (m),Remark
Lucina,West Africa,Gabon,,"Lucina, Lucina FSO",Perenco,Production,,1 Jul 1974,36,Seven platform complex exporting hydrocarbons via shuttle tankers
Lucinia West,West Africa,Gabon,,Lucinia West,Shell,Production,,1 Jul 1985,36,
Lukami,West Africa,Gabon,,Lukami,Chevron,Production,,1 Jul 1984,14,
M'Bya,West Africa,Gabon,,M'Bya,Total,Production,,1 Jan 1981,28,
M'Wengui,West Africa,Gabon,,,Total,Sub-Commercial,,,40,Field was to be developed via a FPSO unit cancelled due to poor drilling results
Mandaros,West Africa,Gabon,,Mandaros,Total,Production,,1 Jan 1976,45,Single steel platform exports oil via line to barbier
Manta,West Africa,Gabon,Anton Marin,,Vanco Exploration,Discovery,,,"1,859","Intec completed field dev study-09/97: FPSO with 200,000 b/d oil 80 mill scf/d gas + 200,000 b/d water inj capacity."
Mayumba,West Africa,Gabon,,Mayumba,Total,Production,,1 Jul 1980,25,
Merou,West Africa,Gabon,,Merou,Total,Production,,1 Jul 1976,25,
Moubenga Marine,West Africa,Gabon,,,,Discovery,Oil,,,
Nyonie Deep,West Africa,Gabon,D4,,Eni,Discovery,Condensate & Gas,,28,"07/14: Discovery announced. Preliminary estimates suggest the new gas discovery is significant, with initial potential in 
place estimated at 500 million boe. The discovery was made in the pre-salt of Gabon 
through the NFW Nyonie Deep 1 well, which was drilled in 28 meters of water depth, 
reaching a total depth of 4,314 meters."
Obando,West Africa,Gabon,,Obando,Kelt,Production,,1 Oct 1987,50,Single steel platform exports hydrocarbons via pipeline to pelican
Octopus,West Africa,Gabon,,Octopus,Kelt,Production,,1 Oct 1987,50,Single satellite platform exporting hydrocarbons via pipeline to the pelican field
Oguendjo,West Africa,Gabon,,Oguendjo,BP,Production,,1 Aug 1983,27,Four platform complex exports oil via shuttle tankers
Olowi,West Africa,Gabon,"G4-187, Olowi",Olowi,CNR International,Production,,1 Sep 2009,30,"3/11: Field performance disappointing due to a higher oil/water contact than expected and a smaller/narrower rim. No drilling will now be carried out from Platform B. Production estimates have been reduced from 20,000 b/d to around 5-6,000 b/d.

01/07: saipem awarded epic contract. Original plan: cpp, 3 whp + FSO.02/06: FPSO, 4 well head towers."
Ompoyi,West Africa,Gabon,Gomba,Ompoyi,Perenco,Production,,30 Jun 2002,21,"Well gsa-1 tested at max. Rate of 6,300 b/d of dry oil. Disc is 8km and is being produced from exis prod+exp fac at gombe field."
Orindi,West Africa,Gabon,Gombe Marin Sud,,Perenco,Discovery,,,14,
Orovinyare,West Africa,Gabon,,,Marathon,Discovery,,,,Marathon currently evaluating possible development scenarios (6/00) Tie-back to tchatamba marin unlikely due to distances.
Pageau,West Africa,Gabon,,Pageau,Total,Production,,1 Jan 1980,60,Two platform complex exports hydrocarbons to torpille via pipeline
Pelican,West Africa,Gabon,,Pelican,Kelt,Production,,1 Oct 1987,35,Three platform complex exports hydrocarbons to torpille via pipeline
Pingouin,West Africa,Gabon,Marine I,,Total,Discovery,,,,Close to assala find.Could be developed as satellite
Port Gentil Sud Marine,West Africa,Gabon,,Port Gentil Sud Marine,Total,Production,,1 Jan 1980,12,Single platform exporting oil to shore at n'tchengue via pipeline
Rabi,West Africa,Gabon,,Rabi,Total,Production,,1 Jul 1988,,
Roussette,West Africa,Gabon,Roussette,Roussette,Setanta,Planned,Oil,31 Jul 2017,46,"Discovered by the Garom-1 well, drilled by Eni in 1985.  Certified gross field reserves are 24.9 MMbbls, Proven plus Probable; with Proven reserves of 12.2 MMbbls, and Proven plus Probable plus Possible reserves of 43.4 MMbbls. The field lies around 12km offshore from Port Gentil."
Ruche (ex-Dussafu),West Africa,Gabon,Dussafu Marin,Ruche (ex-Dussafu),Harvest Natural Resources,Tender,Oil,28 Dec 2016,117,
SE Etame/North Tchibala,West Africa,Gabon,Etame Marin,SE Etame/North Tchibala,Vaalco,Construction,Oil,3 Aug 2015,84,
SEEG Pipeline,West Africa,Gabon,,SEEG Pipeline Project,Perenco,Production,Gas,1 Feb 2007,30,05/07: comanche and cheyenne undertaking pipelay work from end may for four months
Simba Marine,West Africa,Gabon,,,Eni,Discovery,,,86,
Tchatamba,West Africa,Gabon,Kowe Marin,Tchatamba,Perenco,Production,,20 Dec 1997,46,Oil find but reserves small.28km offshore/160km s of port gentil. Tested 4545 b/d oil. FPSO madiela to be removed 12/02.
Tchatamba Marin,West Africa,Gabon,Kowe Marin,Tchatamba Marin,Perenco,Production,,1 Jul 1997,46,
Tchatamba South,West Africa,Gabon,Kowe Marin,Tchatamba South,Perenco,Production,,10 Sep 1999,46,2 wells producing to unmanned platform tied-back to facilities on tchatamba marine.Reserves estimated to be in excess of 27 m bbl.
Tchatamba West,West Africa,Gabon,Kowe Marin,Tchatamba West,Perenco,Production,,1 Mar 2001,50,Field to be developed via single well tie-back to facilities on tchatamba marin.
Themis Marin,West Africa,Gabon,Themis Marin,,Sterling Energy,Discovery,,,,06/07: exploration well q3 2007. Clearly defined prospect similar to etame
Topaze,West Africa,Gabon,Kiarsseny Marin,,Tullow Oil,Discovery,,,,Previously 'glk'  disc. 02/04: appraisal drilling 08/04: tullow say develoment options under consideration -see also iguega + equata.
Torpille,West Africa,Gabon,,Torpille,Total,Production,,1 Jan 1971,40,Three platform complex exports hydrocarbons via pipeline to shore at n'tchengue
Torpille Northeast,West Africa,Gabon,,Torpille Northeast,Total,Production,,1 Jul 1985,40,
Turnix,West Africa,Gabon,,Turnix,Perenco,Production,,1 Mar 2002,30,4(Elf former operator).Ewt continues through start 2000. Two more wells planned to be complete by end second quarter 2000.
Vanneau,West Africa,Gabon,,Vanneau,Total,Production,,1 Dec 1993,30,Single satellite platform tied back to hylia facilities
Banda,West Africa,Ghana,West Cape Three Points,,Kosmos Energy,Discovery,Oil,,921,"02/13: In January 2013, Tullow relinquished the discovery area associated with the Banda discovery on the West Cape Three Points (“WCTP”) Block, as the Company does not consider this discovery to be commercially viable following additional seismic evaluation and interpretation.
6/6/11: discovery announced. located 9.6km southeast of Odum in the eastern part of WCTP licence."
Cuda,West Africa,Ghana,Keta,,Eni,Prospect,,,"1,700",11/08: The Transocean Deepwater Discovery drillship started drilling the Cuda -1X exploration well on November 16 2008. Potential resources for the Cuda prospect are estimated by Afren to be between 325 and 642 million barrels of oil.
Deepwater Tano Cape Three Points,West Africa,Ghana,"Deepwater Tano, Deepwater Tano Cape Three Points",Deepwater Tano Cape Three Points,Hess,Possible,Oil & Gas,4 Apr 2019,"2,095",
Dzata,West Africa,Ghana,Cape Three Points Deepwater,,Lukoil,Discovery,Gas,,"2,000",discovered Feb 2010 by Lukoil
Ebony,West Africa,Ghana,Shallow Tano,,Interoil,Discovery,Oil & Gas,,86,"5/13: Interoil is considering relinquishing the block without making any further investments since the area is outside of the group's focus area. 
7/10: new operator of Ebony Interoil is evaluating potential development of Ebony.
1/09: Tullow believes discovery is sub-commercial and relinquishes Shallow Tano block. 
11/08: Tullow suggested that the find may be also connected to the Tweneboa oil prospect in the deepwater area of the Tano licence"
Jubilee,West Africa,Ghana,"Deepwater Tano, West Cape Three Points","Jubilee Phase 1, Jubilee Phase 1a, Jubilee Phase 1b, Tweneboa/Enyenra/Ntomme (TEN), Jubilee Gas Infrastructure Project (GIP)",Tullow Oil,Production,,15 Dec 2010,"1,400",The field was discovered with 2 exploration wells - Mahogany-1 on West Cape Three Points and Hyedua-1 on Deepwater Tano in 2007. In early 2008 Tullow decided to rename Mahogany and Hyedua discoveries as the Jubilee field.
Mahogany/Akasa/Teak (MAT),West Africa,Ghana,"Deepwater Tano, West Cape Three Points",Mahogany/Akasa/Teak,,Possible,Oil & Gas,29 Oct 2018,"1,087",
Odum,West Africa,Ghana,West Cape Three Points,Odum,Kosmos Energy,Possible,Oil,27 Jul 2020,955,"02/08: Tullow Oil has discovered light oil on the West Cape Three Points licence offshore Ghana, 13km from the larger Jubilee field.  Odum-1, the second exploration well drilled on the licence, was drilled in a water depth of 955 msw and to a total depth of 3,387 metres. Samples from the well, which encountered a gross oil column of 60 metres and 22 metres of net pay, indicate an oil gravity of approximately 29 degrees API."
Saltpond,West Africa,Ghana,,Saltpond,GNPC,Abandoned,,1 Jan 1979,25,"Mps-convert ju rig mr louie-used to develop field.Oil prodn has resumed as from 25/11/00,flowing from 2 wells.F/rates:1,593 b/d oil"
Sankofa/Gye Nyame,West Africa,Ghana,Offshore Cape Three Points,Sankofa/Gye Nyame,Eni,Tender,Oil & Gas,19 Dec 2016,737,
Takoradi,West Africa,Ghana,,Takoradi,"Chevron, GNPC",Production,,1 Jul 1997,60,
Tano North,West Africa,Ghana,Shallow Tano,,Tullow Oil,Discovery,Gas,,50,03/06: norsk hydro deemed too small compared to eco + tech risk. Block reallocated to tullow in 2005 (Formerly held by dana).
Tano South,West Africa,Ghana,Shallow Tano,South Tano,,Abandoned,Oil & Gas,1 Dec 1995,100,03/06: norsk hydro deemed too small compared to eco + tech risk. Block reallocated to tullow in 2005 (Formerly held by dana).
Tano West,West Africa,Ghana,Shallow Tano,,Tullow Oil,Discovery,Oil,,116,oil discovery made in 2000
Tweneboa/Enyenra/Ntomme (TEN),West Africa,Ghana,Deepwater Tano,Tweneboa/Enyenra/Ntomme (TEN),Tullow Oil,Construction,Oil & Gas,17 Aug 2016,"1,292","08/12: Wawa discovery could be tied back to this.

07/12: Data from appraisal activity in the first half of 2012 has enabled the subsurface models for the fields to be updated and the combined resources range is now 200 - 600 million boe with the most likely resources of 360 million boe, of which 70% is oil."
Wawa-1,West Africa,Ghana,Deepwater Tano,,Tullow Oil,Discovery,Oil & Gas,,587,"The well encountered 20 metres (66ft) of gas-condensate pay and 13 metres (43ft) of oil pay in turbidite sands.  it is a separate accumulation from TEN. Following the completion of wawa-1, the okure-1 and sapele-1 exploration wells will be drilled."
Sinapa,West Africa,Guinea-Bissau,2,,Svenska,Discovery,Oil,,30,"8/13: Appraisal well planned for early next year. Minimum of one well with two additional exploration wells. 
6/13: Appraisal well planned for end of 2013.
3/11: Svenska planning to drill an appraisal in 2012. MOPU or fixed plt with FPSO could be possible development options.

Discovery made by Premier in 2004."
Bee Eater-1,West Africa,Liberia,LB-9,,Africa Oil & Gas,Discovery,Oil,,"1,067",The well encountered 48 metres of Narina equivalent oil but reservoir permeabilities over the hydrocarbon bearing section fo the well were lower than anticipated.  Well is located 9.5km from Narina discovery.
Narina,West Africa,Liberia,LB-9,,African Petroleum,Discovery,Oil,,"1,143",
Aigrette,West Africa,Mauritania,7,,Dana Petroleum,Discovery,,,"1,380","10/06: on trend with pelican-1 gas disc. Atwood hunter commenced drilling -planned total depth of 4,925 metres."
Banda,West Africa,Mauritania,4 Shallow,"Banda Gas, Banda Oil",Tullow Oil,Tender,Oil & Gas,15 Nov 2015,306,"05/08: Banda NW exploration well finds gas column believed to be in contact with existing well.

03/08: Tullow says it is looking to establish the quantity of gas within its Banda gas development before drawing up any development plan.  Tullow holds a 21.6 per cent stake in the field which is operated by Petronas. Tullow's most recent figures suggest the discovery could contain 1 trillion to 1.7 trillion cubic feet of gas, although it has stated it will have to look into drilling an appraisal well as the first step to establish the site's potential more firmly. The Banda discovery well was originally drilled in 2002 and a further well is planned for later this year.

Prel est = 3 trillion cf recov. Reserv. 12/04: poss. 1 train lng, 4 trillion cf reserves needed. Assoc. Gas from chinguetti + tiof."
Captaine,West Africa,Mauritania,4 Deep,,Tullow Oil,Sub-Commercial,,,"1,500",09/04: poss. Stand alone development depending on drilling results. 11/04: drilling evaluations say not encountered hydrocrabons.
Chinguetti,West Africa,Mauritania,Chinguetti,Chinguetti,Petronas Carigali,Production,,24 Feb 2006,791,"10/07: Sterling to attempt to increase production via two or three new development wells and two or three workovers from early 2008.

PRODUCING 75,000 B/D OF OIL INITIALLY. GAS DISPOSAL WELL TO BANDA. 04/06: PHASE II: INFILL DRILLING, 6 EXTRA WELLS (4X PROD, 2X INJ)."
Cormoran,West Africa,Mauritania,7,,Dana Petroleum,Discovery,Gas,,"1,630",1/11: discovery made. located 2km to the south of the Pelican.
Faucon,West Africa,Mauritania,1,,Dana Petroleum,Discovery,,,"1,162",12/05: encountered hydrocarbons -additional testing to determine hydrocarbon type + significance of the accumulation.
Fregate,West Africa,Mauritania,7,,Dana Petroleum,Discovery,Oil & Gas,,"1,600",
Labeidna,West Africa,Mauritania,4 Deep,Labeidna,Tullow Oil,Sub-Commercial,,1 Jan 2009,"1,199",15km sw of chinguetti. 04/06: ongoing work programme to determine in place volumes & developments concepts.
Merou,West Africa,Mauritania,4 Deep,,Tullow Oil,Sub-Commercial,,,"1,500","Located 10 to 20km west of tiof west well, poss tie-back to tiof FPSO or stand alone depending on drilling results"
Pelican,West Africa,Mauritania,7,,Dana Petroleum,Discovery,,,"1,858","Recoverable reserves of 600-800 bcf gas. 04/06: may be included in a future lng scheme, with banda."
Tevet,West Africa,Mauritania,"4 Deep, Chinguetti",Tevet,Tullow Oil,Possible,Oil & Gas,2 Apr 2018,800,09/04: poss tie-back to chinguetti when peak production declines. 09/07: development still being considered
Thon,West Africa,Mauritania,6,,Petronas Carigali,Sub-Commercial,,,659,Exploration well c-6-1 plugged and abandoned as dry hole 11/02.
Tiof,West Africa,Mauritania,4 Deep,Tiof,Tullow Oil,Possible,Oil & Gas,31 Dec 2018,"1,100",
Anchois,West Africa,Morocco,Tanger Larache,,Repsol,Discovery,Gas,,380,discovered March 2009
Cap Juby,West Africa,Morocco,Juby Maritime (Ras Juby),,Cairn Energy,Discovery,Oil,,200,"9/13: Cairn to drill well in Q4 2013.
1/11: Discovery was made in 1968 by Esso. Contains  heavy oil. Genting plans to drill an appraisal well in 2012."
Nour (SM-1),West Africa,Morocco,Sidi Moussa,,Genel Energy,Discovery,Oil,,990,
Kudu,West Africa,Namibia,2814A,"Kudu, Kudu Phase 2",Tullow Oil,Tender,Gas,30 Nov 2018,170,8/11: Investment decision targeted for mid-2012.
Kunene-1,West Africa,Namibia,"1,711",,,Discovery,,,"2,012",
Abana,West Africa,Nigeria,OPL 230,,Moni Pulo,Production,,,6,
Abang-Oyot-Itut,West Africa,Nigeria,OML 70,"SFDP Phase 1, SFDP Phase 2",ExxonMobil,Production,,17 Dec 2012,55,"Development of Abang, Oyot, Itut is also called the Satellite Field Development Project (SFDP) Phase 1. Satellite scheme involves phased installation of 15 wellhead plts on undeveloped or under-developed fields. ""Design one, build multiple"" strategy."
Abigborodo,West Africa,Nigeria,OML 49,,Chevron,Production,,,65,Single platform development exporting via pipeline
Abo,West Africa,Nigeria,OML 125 (OPL 316),"Abo Phase I, Abo Extension, Abo Phase III, Abo Phase IV",Eni,Production,,5 Apr 2003,550,"FPSO capable of proc 33,000b/d oil, 33,000 b/d water, 37 million scf/d gas. Suezmax grey warrior for conversion - abo FPSO"
Adanga,West Africa,Nigeria,OML 123,"Adanga, Adanga 2004, Adanga South, Adanga-Calabar Pipeline, OML 123 Diving Services",Addax,Production,,1 Jan 1986,20,Satellite whd plt-exp oil via pipeline to antan.Adanga north to be dev'd via horizontal drilling?08/06: adanga north still undeveloped
Adanga North Horst,West Africa,Nigeria,OML 123,Adanga North Horst,Addax,Production,Oil,15 Apr 2009,20,
Adua,West Africa,Nigeria,OML 70,Adua,ExxonMobil,Production,,1 Jan 1980,50,Single steel satellite platform exports oil via pipeline to ekpe
Afia,West Africa,Nigeria,OML 100,Afia,Total,Production,,1 Mar 1993,49,Single drilling/production platform tied into odudo field
Afremo,West Africa,Nigeria,OML 43,Afremo,Shell,Production,,1 Jan 1988,7,Two platform complex exports oil via pipeline to shore at forcados
Agbami,West Africa,Nigeria,"OML 127, OML 216, OPL 217","Agbami/Ekoli, Agbami Stage 2, Agbami IRM and construction support",Chevron,Production,,31 Jul 2008,"1,462","07/05: stolt offshore awarded deepwater offloading export system. 05/07: fmc to supply 11 subsea trees & structures from q3 2008.
Statoil’s Ekoli-1 well confirmed that the Agbami discovery extends into block 217."
Agbara,West Africa,Nigeria,OPL 472,"Agbara, Agbara Phase II",Eni,Production,,1 Apr 1990,63,Two platform complex exports oil to shore at the brass terminal via pipeline
Ajapa,West Africa,Nigeria,OML 90,Ajapa,Brittania-U Nigeria,Production,Oil,3 Jan 2011,9,11/05: syntroleum signs hoa to acquire 40% interest: plan appraisal in 2006 -likely economic due to water depth/exist infrastructure.
Aje,West Africa,Nigeria,OML 113,"Aje Phase 1 (oil), Aje Phase 2 (oil), Aje Phase 3 (gas)",Yinka Folawiyo,Tender,Oil & Gas,22 Dec 2015,91,"3/11: total reserves dropped to 170 MMBoe

3/10: contains 380 MMboe whereof 28% oil/condensate, 20% LPG and 52% gas. Expected plateau production in 2014 - 50,000-80,000 boe/d. Mostly gas field, but Aje-4 well, drilled in 2008, discovered oil."
Akam,West Africa,Nigeria,OML 123,Akam,Addax,Production,,1 Feb 1984,18,Single satellite platform exports oil to antan via pipeline
Akepo,West Africa,Nigeria,OML 90,Akepo,Sogenal Limited,Construction,,1 Jun 2015,8,"05/07: chevron to drill appraisal well late 2007/early 2008 reservoir studies and development planning underway
Discovered in 1993."
Akpo,West Africa,Nigeria,OML 130,"Akpo, OML 130 IRM",Total,Production,Oil & Gas,15 Apr 2009,"1,400","02/08: Sources suggest the Akpo FPSO will be ready to sail from South Korea on May 10.  The hull for the Total project is being built by the Hyundai Samho Shipyard after a joint consortium of Technip and Hyundai Heavy Industries secured a USD 1.08 billion contract. The scheme also involves a 150km 16-in coated pipeline to the Amenam/Kpono platform and a buoy which will be located 2km from the FPSO and used to export the condensate that will account for 80% of the 225,000 boe/d peak production. The operator is now aiming for initial start-up in first quarter 2009, compared to its previous target of November 2008.

AKPO-1 FLOWED AT 9,000 B/D. REPORTS PUT AT 1 BILLION BBL+4 TRILLIO 05/05: CONTRACT AWARDS IMMINENT FOLLOWING NPCC GO-AHEAD."
Amenam East,West Africa,Nigeria,OML 99,Amenam East,Total,Possible,,29 Jan 2018,40,01/06: total presentation illustrates further expansion of amenam complex with amenam-east.
Amenam-Kpono,West Africa,Nigeria,"OML 102, OML 70, OML 99","Amenam-Kpono, Amenam Phase 2",Total,Production,,1 Jul 2003,40,
Antan,West Africa,Nigeria,OML 123,Antan,Addax,Production,,1 Feb 1984,30,Steel terminal platform with mobile production system - knock adoon FPSO (Mid-2006) To replace knock taggart (1984)
Antan Terminal,West Africa,Nigeria,OML 123,"Antan Terminal, OPL 098 - Antan Terminal",Petrobras,Production,,1 Jun 2007,950,
Antan-1X,West Africa,Nigeria,OML 123,Antan,Addax,Construction,,17 Dec 2014,40,05/07 discovery three reservoirs flow rate 470 b/d
Anyala,West Africa,Nigeria,OML 83,Anyala,Chevron,Possible,,1 Oct 2018,25,"Anyala:2 wh plts+2km pipe,madu:2 wh plts+11km pipe.Produce to main cpp'a'plt linked to olibri FSO. Mudu design: foster wheeler / netco"
Asabo,West Africa,Nigeria,OML 70,Asabo,ExxonMobil,Production,,1 Jan 1975,50,Seven platforms - 4 wellhead + 1 production + 1 accommodation + 1 injection platform with export to usari field
Asasa,West Africa,Nigeria,OML 67,"Asasa, Etim/Asasa pressure maintenance",ExxonMobil,Production,,1 Dec 1996,50,Single minimum facilities platform tie to either etim or edop
Awodi,West Africa,Nigeria,OML 89,Awodi,Chevron,Possible,Oil & Gas,15 Mar 2016,21,discovery made in 1972. contains gas mainly
Banga,West Africa,Nigeria,,,Shell,Discovery,,,,Mar96-testing underway/sizeable.Deep water-depth to be est
Belema,West Africa,Nigeria,OML 55,,Chevron,Production,,,50,Single platform development in conjunction with belema north
Bella,West Africa,Nigeria,OPL 113,Bella,Consolidated Oil,Production,,1 Jul 1993,7,Single platform development tied back to isan facilities
Beniboye,West Africa,Nigeria,OML 62,Beniboye,Agip,Production,,1 Jan 1984,5,Single steel platform exports oil to shore at forcados via pipeline revamp of line + cluster programme 1997/1998 delayed-new timing?
Benin,West Africa,Nigeria,OML 49,Benin,Chevron,Production,,1 Dec 1996,65,Mobile production system - reinforced concrete barge export via shuttle tanker
Bilabri,West Africa,Nigeria,"OML 121, OML 122","Bilabri, Bilabri LNG",Peak Petroleum,Construction,,15 Mar 2011,145,"10/07: peak is currently negotiating new contracts
08/07: bw offshore terminates FPSO contract discussions ongoing"
Bobo,West Africa,Nigeria,OPL 322,,Shell,Discovery,,,"2,478",07/05: 140 meters of hydrocarbon bearing sands.
Bogi,West Africa,Nigeria,OML 123,Bogi,Addax,Production,,1 Jun 1989,35,Single satellite platform exports oil via pipeline to ebughu
Boi,West Africa,Nigeria,OPL 286-DO,,BG,Discovery,,,460,
Bonga,West Africa,Nigeria,OML 118,"Bonga Phase I, Bonga Northwest, Bonga Phase II",Shell,Production,,29 Nov 2005,"1,030",Topsides bids out oct/99.Peak prod based on stated design spec of FPSO processing equipment.
Bonga North,West Africa,Nigeria,OML 118,Bonga North,Shell,Planned,Oil,26 Sep 2022,"1,019",Discovery made in 2004.
Bonga Northwest,West Africa,Nigeria,OML 118,Bonga Northwest,Shell,Production,,5 Aug 2014,"1,080",08/06: eoi: t/sides mod for bonga FPSO -indication will be tieback? 09/06: will be tieback to main bonga FPSO.11/06: itts in early 2007
Bonga Southwest/Aparo,West Africa,Nigeria,OML 118,"Bonga Southwest/Aparo Phase 1, Bonga Southwest/Aparo Phase 2",Shell,Tender,,29 Jun 2020,"1,244","04/09: Shell modifying FDP for the field

10km southwest of bonga. 08/04: in discuss. With chevron for joint dev with aparo, field straddles opl249/opl213. Award expected 02/08"
Bonny Island,West Africa,Nigeria,,Bonny Island,IP Petroleum,Production,,31 Dec 1997,5,Terminal expansion.Delays due to financial probs initially.Offshore 3+4q97-weather probs.1st prod end of dec97/early jan98.
Bonny River Gas Recovery,West Africa,Nigeria,,Bonny River Gas Recovery,Global Energy Inc.,Production,,1 May 2005,36,
Bosi,West Africa,Nigeria,OPL 209,"Bosi EPS, Bosi",ExxonMobil,Possible,Oil & Gas,1 Oct 2007,"1,676","2011: Field reserves: 500 million barrels of oil / 2.5 tcf of gas. Estimated peak production – 135,000 b/d."
Brass,West Africa,Nigeria,,Brass River Area,,Production,,1 Jun 1972,29,
Chota/Bolia,West Africa,Nigeria,"OPL 219, OPL 220",Chota/Bolia,Shell,Possible,,31 Dec 2021,"1,081",
Delta,West Africa,Nigeria,OML 95,,Gulf Oil Nigeria,Production,,,10,Single platform exporting oil via pipeline to a tee piece in the delta south pipeline
Delta South,West Africa,Nigeria,OML 95,Delta South,Gulf Oil Nigeria,Production,,1 Jan 1968,10,Three platform complex exporting oil to shore at escravos terminal
Dila,West Africa,Nigeria,OML 141,,,Sub-Commercial,Oil,,30,
Doa,West Africa,Nigeria,OPL 245,,Eni,Discovery,,,"1,672",2002:oil and gas discovery
EA,West Africa,Nigeria,OML 79,EA,Shell,Production,,14 Dec 2002,26,"11/09: production resumes.

07/09: production from the EA field remains shut since 2006 due to attacks.

16-slot drilling plts whpa + whpb,2x 4-slot plts,1 single-slot plt, 70km infield pipelines,fspo:1.5mn bbl store+120,000b/d processing."
East Area NGL (EPC2B),West Africa,Nigeria,,"East Area NGL (EPC2B), East Area NGL - Ph II",ExxonMobil,Production,,27 Jul 2006,27,"$1billion dev. May be 21 platforms, 18 bridge links, 320km pipline :58km gas line, 67km gas/liquid, 128km ngl line.2xmanif p'forms"
Ebok,West Africa,Nigeria,OML 67,"Ebok Phase I (Central Fault), Ebok Phase II (West fault), Ebok Central Fault Block 2",Afren Energy,Production,,28 Feb 2011,41,"1/12: average gross production for 2011 at Ebok was 8000 barrels per day.

04/08: Afren to join development. Appraisal drilling Q4 2008, FDP Q2 2009, first oil Q1 2010. Estimated to contain between 77 million and 167 million barrels of oil, 118 million barrels mean and 25 million barrels recoverable.

07/07: oriental to drill four appraisal wells on ebok during 2007 in attempt to fast track production in 2009"
Ebok Deep,West Africa,Nigeria,OML 67,,,Discovery,,,,
Ebok North Fault Block,West Africa,Nigeria,OML 67,"Ebok North Fault Block Phase 1, Ebok North Fault Block Phase 2",Afren Energy,Construction,Oil,4 Feb 2013,41,The well was targeting a separate fault block structure located to the north of the main Ebok field and encountered 370 ft (113m) net pay of good quality oil in the same Tertiary reservoir sands to those in production at the main Ebok field development in OML 67.
Ebughu,West Africa,Nigeria,OML 123,"Ebughu, Ebughu Extension 2004",Addax,Production,,1 Mar 1987,27,Single steel satellite platform exports oil & gas via pipelines 05/07: three field extension wells nearing completion
Edikan,West Africa,Nigeria,,Edikan,Total,Production,,1 Jan 1994,75,Single platform development tied back to odudu facilities
Edop,West Africa,Nigeria,OML 67,"Edop, Edop pipeline extension",ExxonMobil,Production,,1 Nov 1987,32,Processing/accommodation platform + 6 wellhead platforms + flare exporting to shore based facilities.Compression platform startup 97
Efiat/Abana,West Africa,Nigeria,"OML 114, OPL 230",Efiat/Abana,Moni Pulo,Production,,15 Feb 1999,6,Two wellhead platforms producing to production barge chinyere. Oil. Export via pipeline to FPSO knock taggart moored on opl-98.
Egina,West Africa,Nigeria,OML 130,Egina,Total,Construction,Oil,23 Oct 2017,"1,550",
Ejulebe,West Africa,Nigeria,OML 109,Ejulebe,PROFCO RESOURCES,Production,,19 Sep 1998,18,Caisson application planned.4 high capacity production wells + one water injection well.
Ekanga,West Africa,Nigeria,OML 102,"Ekanga, Ekanga flowline",ExxonMobil,Production,,15 Aug 2003,125,Satellite to zafiro off equatorial guinea. Onstream 1q03. Will be produced by exxonmobil under unitisation agreement.
Ekeh,West Africa,Nigeria,,,Chevron,Sub-Commercial,,,14,Single platform development tied back to middleton facilities
Ekiko,West Africa,Nigeria,OML 67,,Mobil,Discovery,Oil,,,
Ekoli,West Africa,Nigeria,OPL 217,,Statoil,Discovery,Oil,,"1,461",
Ekom,West Africa,Nigeria,,,,Discovery,Oil,,24,
Ekpe,West Africa,Nigeria,OML 70,Ekpe,ExxonMobil,Production,,1 Jan 1978,49,Three platform complex producing oil via pipeline to asabo. Compression platform installed 1h97 increasing reserves by 100 mil.
Eku,West Africa,Nigeria,OML 67,Eku,ExxonMobil,Production,,1 Jan 1980,32,Two platform complex exports oil via pipeline to idoho facilities
Emen,West Africa,Nigeria,OML 102,Emen,Total,Possible,,31 Aug 2016,85,Single platform development tied to existing infrastructure.No development confirmed yet. Excellent quality anhyrous oil api 39.6
Enang,West Africa,Nigeria,OML 70,Enang,ExxonMobil,Production,,1 Jan 1979,35,Six platform complex exporting hydrocarbons to inim via pipelines
Eremor,West Africa,Nigeria,OML 46,,Excel E&P,Discovery,,,,07/07: afren to assist in development.
Erha,West Africa,Nigeria,OPL 209,"Erha, Erha North Phase II",ExxonMobil,Production,,28 Apr 2006,"1,219","Exxonmobil believes= 500 m bbl recov res.Fpso:mse fab 4 topside modules, smoe fab 13,hhi fab hull.02/06:1st prod expected 03/06."
Erha North,West Africa,Nigeria,OPL 209,"Erha North, Erha North Phase II",ExxonMobil,Production,,15 Sep 2006,"1,219",
Etim,West Africa,Nigeria,OML 67,Etim,ExxonMobil,Production,,1 Jan 1979,43,Three platform complex exports oil to inim via pipeline
Etisong,West Africa,Nigeria,OML 102,,Total,Discovery,Oil,,70,"Test flow rate of 6,000 bbl/d
40 degree API oil"
Etisong North-1,West Africa,Nigeria,OML 102,,Total,Discovery,Oil,,80,"11/11: One of the three reservoirs encountered tested at 8,500 b/d of 40ø API oil."
Etoro,West Africa,Nigeria,,,Mobil,Discovery,Oil,,30,
Ewan,West Africa,Nigeria,"OML 49, OML 95",Ewan,Chevron,Production,,1 Jun 1997,6,(Early production system startup 2nd half 1996.)Full dev platform tied to existing facilities.
