FieldsBase Requirement Search - Data Download,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:50 for Dirk Rook,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Contract status,Contract type,Work scope,Contractor bids,Commercial bids due,Award date,Start date,End date,Duration (month),Remark
Southeast Asia,Indonesia,Masela,Abadi,Abadi Gas Phase 1,INPEX,Planned,EPC,Abadi FLNG EPC,,,1 Nov 2016,1 Nov 2016,1 Dec 2019,36.9,"08/14: FEED submission expected before Q4. 
01/13: Consortium that provides technical and commercial superiority in the overall design solution of FLNG facility will be awarded EPC"
Southeast Asia,Indonesia,North West Natuna (NWN),Ande Ande Lumut,Ande Ande Lumut,Santos,Planned,EPIC,EPIC of AAL FPSO (Re-worked),,,31 Mar 2015,31 Mar 2015,31 Mar 2026,131.7,"10/14: EOI open from Oct 31 to Nov 6, 2014. Santos intends to charter the FPSO for a firm nine years plus options of up to 11 years."
Southeast Asia,Indonesia,North West Natuna (NWN),Ande Ande Lumut,Ande Ande Lumut,AWE,Planned,EPIC,EPIC of WHP and flowlines,,,17 Dec 2014,17 Dec 2014,1 Feb 2017,25.5,"08/14: Project briefing on August 28.
08/14: RFI to be held between August 13 to 15, 2014."
Southeast Asia,Indonesia,,,Bangka Marine Terminal FSO,ConocoPhillips,Tendering,Lease,Bangka Marine Terminal FSO Lease,,,31 Oct 2014,1 Dec 2015,31 May 2017,17.9,"03/14: Pre-Q bidders to be named by March, followed by formal invitation to bid.
11/13: RFI out, closing due Nov 12. Likely for the replacement of incumbent PT Trada Maritime's FSO Pelita Bangsa already operating there."
Southeast Asia,Indonesia,Ketapang,Bukit Tua,Bukit Tua Phase II,Petronas Carigali,Planned,EPIC,Bukit Tua Phase II EPIC,,,30 Nov 2014,30 Nov 2014,30 Jun 2016,19.0,"06/14: local fabricators suggest it could include one or two wellhead or other platforms, inter-platform flowlines plus some modification works on the existing Bukit Tua wellhead platform. It is understood the operator intends to fast-track the development, and will speed up the tendering process as it aims to have the facilities operational within several months after a contract award."
Southeast Asia,Indonesia,,,Central Java LNG FSRU terminal,Pertamina,Tendering,Lease,Lease FSRU,Hoegh LNG,31 Jan 2012,31 Mar 2016,31 Mar 2016,,,"02/13: Still in bidding process. Award expected in 2013, with startup in 2014/2015.
01/12: Retender.  Include FSRU conversion & assoc mooring/ppl."
Southeast Asia,Indonesia,,Cinta,FSO CNOOC-114 replacement,CNOOC,Prequalification,Lease,Lease of FSO for Cinta Field,,,1 Mar 2015,1 Mar 2015,30 Sep 2018,42.9,"09/14: Six-month interim charter starting Oct 2014 in the process of being awarded to CNOON-114 while PQ exercise ongoing. The operator is thought to be in discussion with the contract holder PT Sillo Maritime over the daily charter rate for the extension contract. 
09/14: Contract to be awarded in March 2015. The successful bidder will be given one year to deliver the vessel after a letter of award (LOA) is issued. The charter will cover a firm duration of four years (1,461 days), from the expiry of the existing charter in October 2014. CNOOC SES also indicates a potential option period of similar duration thereafter. Meanwhile, the operator will probably award an interim contract to incumbent until the arrival of the new vessel, or after LOA is issued, if the incumbent emerges as the winner again.
08/14: Companies that responded to PQ were thought to include Pertamina Shipping, Buana Listya Tama, a couple of local shipping companies plus the incumbent.
07/14: Pre-Q to close on July 21. Award planned for March 2015, and delivery of FSO within one year. Four-year charter will start from expiry of existing FSO charter (October 2014), until around September 2018.
06/14: The charter period will consist of a firm 1,461 days plus another 1,461 days optional."
Southeast Asia,Indonesia,Rapak,Gendalo/Gehem,Gendalo/Gehem,Chevron,Tendering,Installation,Gendalo/Gehem SURF,"PT Tri Patra, Saipem, Subsea 7, Technip",16 May 2013,5 Feb 2015,31 Dec 2015,31 Dec 2016,12.0,"06/14: Tender award expected in Q3 2014.
05/13: A Subsea 7/Timas Suplindo consortium is low bidder at USD 1.89 billion. The other bidder was Saipem/Rekayasa Industries.  Prices fall below engineering estimate of project. 
05/13: Commercial bids due mid May.
08/12: The first stage tender is due to close in October. The installation scope will cover four export pipelines running from two floating production units (FPUs) to the onshore Santan gas terminal. 

06/12: Bidders prequalified. Contenders are a consortium of PT Tripatra with partners EMAS AMC and Allseas; PT Timas Suplindo with partner Subsea 7; and Technip with partners Swiber and Heerema.

02/12: The selected contractor for the subsea installation tender will require deepwater experience and have managed or secured an offshore installation contract with a value estimated between USD 500 million and 700 million. Participants have till mid-March to submit the prequalification documents."
Southeast Asia,Indonesia,Rapak,Gendalo/Gehem,Gendalo/Gehem,Chevron,Tendering,EPC,Provision of two FPU (Re-tender),"Hyundai Heavy Industries, McDermott",16 Apr 2014,15 Nov 2014,15 Nov 2014,30 Jun 2016,19.4,"09/13: Tender yet to be awarded. Due to political changes in Indonesia, no regulatory/governmental approval has been granted, and Chevron will delay FID to 2015.
5/2014 McDermott confirms it is the successful bidder in EPC scope of the two FPUs"
Southeast Asia,Indonesia,Krueng Mane,Jambu Aye Utara,Jambu Aye Utara,Eni,Planned,EPIC,EPIC for Jambu Ayer Utara,,,1 Nov 2014,1 Nov 2014,29 Jan 2016,14.9,01/14: Pre-Q exercise to be released in Q1/Q2 2014.
Southeast Asia,Indonesia,,KE Satellites Phase 2 (PHE-7/PHE-29/PHE-48),KE Satellites permanent FPSO,Pertamina,Planned,Lease,Lease for KE satellite FPSO,,,1 Dec 2014,1 Dec 2014,,,
Southeast Asia,Indonesia,West Madura Offshore (WMO),KE Satellites Phase 2 (PHE-7/PHE-29/PHE-48),KE Satellites Phase 2 (PHE-7/PHE-29/PHE-48),Pertamina,Prequalification,EPIC,EPCI-2 for KE Phase 2,,,30 Nov 2014,30 Nov 2014,1 Jul 2016,19.0,"09/14: No formal invitation to bid issued as of Sep 23. The facilities are scheduled for completion through offshore installation plus hook-up and commissioning in the second quarter of 2016. The tender is likely to attract local fabricators in the likes of Guna Nusa Fabrikators, Meindo, Bakrie Constructions and Raga Perkasa Ekaguna with transportation and installation (T&I) contractors as partners for the EPCI scope. The latter companies could include Swiber Cakrawala, Timas Suplindo, and Malaysia-based T&I contractors active in Indonesia. 
09/14: EOI open from August 28 to Sept 2, 2014, with Pre-Q exercise to follow before formal invitation to bid is issued. 
04/14: Pre-Q exercise expected in Q2 2014"
Southeast Asia,Indonesia,Poleng,KE Satellites Phase 1 (PHE-12/PHE-24),KE Satellites Poleng Expansion Phase 1 (PHE-12/PHE-24),Pertamina,Planned,EPIC,EPCIC Poleng Phase 1 expansion (Re-tender),"Guna Nusa, PT Meindo Elang Indah, Raga Perkasa Ekaguna",,30 Dec 2014,30 Dec 2014,30 Apr 2016,16.0,09/14: A new tender is likely to be issued after operator seeks SKKMigas approval for a revised budget.
Southeast Asia,Indonesia,Muriah,Kepodang,Kepodang Phase 1/Kalija Phase 1,Petronas Carigali,Planned,Installation,Kalija 210km exportline - Deepend pipelay,,,1 Jan 2015,1 Jan 2015,30 Sep 2015,8.9,"09/14: DMB is still in discussions for a pipelay barge to work in the deeper part of the trunkline. Offshore work is slated for commencement in the first quarter of 2015 at the shallow end, followed by the deeper portion in the second quarter of 2015. The project is set for completion in September 2015."
Southeast Asia,Indonesia,Muriah,Kepodang,Kepodang Phase II,Petronas Carigali,Planned,EPIC,EPIC of platform and flowline,"McDermott, Nisconi, Saipem, SMOE, Swiber",,6 Feb 2015,30 Jun 2015,30 Jun 2016,12.0,07/12: Bid documents can be expected in July
Southeast Asia,Indonesia,Offshore North West Java (ONWJ),Ardjuna,KL platforms Gas Lift Compressor Project,Pertamina,Tendering,EPIC,EPIC for Gas Lift Compressor,,,18 Nov 2014,18 Nov 2014,30 Apr 2015,5.3,"01/13: Registration for the tender is open between January 8 and January 11. Prequalification documents can be picked up between January 15 and January 16, and deadline for submission of the completed PQ documents is January 28. The operator anticipates issuing a formal invitation to bid on February 28."
Southeast Asia,Indonesia,Salawati Kepala Burung (Island PSC),Koi,Koi,PetroChina,Planned,FEED,Pre-FEED for Koi development,,,31 Mar 2015,31 Mar 2015,31 Oct 2015,7.0,08/14: PetroChina invites expressions of interest for pre-FEED services to develop Koi  discovery. Tender registration is open from August 12 to 19. A prequalification exercise will be conducted prior to the launch of a formal invitation to bid. Development scheme is unclear at this time but it could probably entail offshore platform plus pipelines. Results of the pre-FEED study may be incorporated into a field development plan for submission to the authority for approval.
Southeast Asia,Indonesia,Langsa,Langsa,Langsa,TAC Pertamina Blue Sky Langsa,Planned,Lease,Two-year FPSO lease extension 2014-2017,,,8 Oct 2014,8 Oct 2014,31 May 2017,31.7,"09/14: Vessel to remain on location until Pertamina approves for a tender to be issued for the extension period. Extension period will run from the expiry of the ongoing charter in September 2014 to May 2017, over a total duration of 30 months."
Southeast Asia,Indonesia,,,Lawe-Lawe CCT offshore segment,Pertamina,Prequalification,EPIC,Lawe Lawe CCT trunkline + SPM,,,13 Nov 2014,13 Nov 2014,,,"11/13: Operator still in pre-Q stage. The offshore scope includes a twin subsea pipeline system with each measuring 42-in in outer diameter and 14km in length, and a single point mooring (SPM) with a capacity of 320,000 dwt"
Southeast Asia,Indonesia,Madura Straits Block,MDA/MBH,MDA/MBH,Husky Energy,Prequalification,EPIC,Repeat EPIC for MBH/MDA facilities,"Guna Nusa, PT Meindo Elang Indah, Timas Suplindo",,30 Dec 2014,30 Dec 2014,30 Nov 2015,11.0,"09/14: Companies who requested for EOI can pick up PQ documents from Sep 30 until Oct 1. Companies are requested to submit the completed documents by October 16. 
09/14: Fresh request for EOI issued on Sep 24. PQ exercise to be conducted following tender. Registration for the EOI is open between September 25 to 29."
Southeast Asia,Indonesia,Madura Straits Block,MDA/MBH,MDA/MBH,Husky Energy,Prequalification,EPIC,EPIC of MBH/MDA FPU,,18 Aug 2014,30 Dec 2014,30 Nov 2015,30 Nov 2025,119.8,"08/14: Pre-Q exercise to close August 18. Participant of Pre-Q exercise includes joint partnership with foreign participants such as MISC, M3nergy, Bumi Armada, Modec, Compass Energy, Sapura/Kencana Energy, and Sembawang Shipyard. The other groups are those formed by local companies including PT Supraco, PT Mega Maroci Lines, PT Pal Shipyard, and PT Moment Construction Energy.
06/14: FPU lease under a build-operate-transfer (BOT) contract may not be a viable option for some bidders and tender will probably receive fewer than anticipated participants when PQ closes on July 2. 
06/14: The operator will hold a prequalification (PQ) clarification meeting on June 17 before the close of the PQ exercise on July 2. Companies can pick up the PQ documents between June 10-11 after tender registration closed on June 6. 
10/13: No tender yet; it is understood approval from SKKMigas is still pending
08/13: Pre-Q expected out by Q3 2013.
06/13: Bidders expect HCML to use a conversion unit, rather than a newbuild. Laid-up tankers are being sought for this potentially a conversion unit. Prequalification exercise due out. 
06/13: HCML will charter the FPU for a duration of 10 years plus two optional years. The FPU contract will be tendered under a BOT (build operate transfer) contract."
Southeast Asia,Indonesia,Madura Straits Block,MDK/MAC,MDK/MAC,Husky Energy,Prequalification,FEED,FEED for MDK field,,,24 Nov 2014,24 Nov 2014,,,"09/14: Registration for the EOI is open between September 22-24. A prequalification exercise is expected to follow upon EOI registration before a formal invitation to bid is issued. The FEED contract will carry a minimum local content requirement of 35 per cent. At this time, it is unclear whether HCML will develop MDK singly or together with MAC as earlier indicated, and whether a WHP-FPU tie-back scheme will similarly be adopted under a combined development concept."
Southeast Asia,Indonesia,South East Sumatra (SES),Mila/Asti,Mila/Asti,CNOOC,Tendering,Installation,T&I for platforms and pipelines,,,8 Nov 2014,8 Nov 2014,8 Dec 2014,1.0,"10/14: No contract yet. Start date may be delayed.
10/14: Previous contract with Swiber may not proceed as planned. According to sources close to the operation, RPE is understood to be scouting for an alternative barge to undertake the T&I scope."
Southeast Asia,Indonesia,Mahakam,Peciko,Peciko Phase VII C (Brownfield),Total,Tendering,Installation,ESPC-2: Well connection installation,"McDermott, Swiber, Timas Suplindo",,12 Nov 2014,12 Nov 2014,,,"02/13: ESPC-2 involves well connection installation, contract award expected in Q3 2014, scope to be carried out after drilling is completed"
Southeast Asia,Indonesia,Ujung Pangkah,Ronggolawe,Ronggolawe,Hess,Planned,EPIC,EPIC for Ronggolawe WHP + pipeline,,,1 Dec 2014,1 Dec 2014,1 Feb 2016,14.0,
Southeast Asia,Indonesia,,Tangguh Gas,Tangguh Gas Expansion Phase 1,BP,Prequalification,EPIC,EPIC for two WHP,"Bakrie, COOEC, Guna Nusa, McDermott, Saipem, SMOE",,24 Dec 2014,30 Apr 2015,29 Dec 2016,20.0,"09/14: No update from operator about PQ tender
04/14: Operator close to completing PQ process
01/14: Tender to be delayed. Update on Pre-Q process to be given by March 2014
09/13: Clarifications for Pre-Q exercise ongoing. Second round of technical queries to end Sept 23.
07/13: Tender expected in October, with award in H2 2014 and project for completion 30 months after award.
07/13: PQ submission extended until July 29. Consortiums being formed include Guna Nusa/Swiber, Meindo/Samsung, Larsen &Toubro with unnamed local fabricator.
06/13: PQ clarification meeting held June 14. Fabricators which were present were understood to include Guna Nusa, Meindo, Bakrie Constructions and SMOE. Saipem, Technip and McDermott as well as other T&I contractors were among the 20 or so companies which attended the meeting. Meanwhile, prequalification submission is due in mid-July, and the formal tender could be expected in October. 


05/13: Registration for the EOI is open from May 27 until May 31. A pre-qualification exercise will follow upon tender registration, and prequalified contractors will then be invited for the formal tender. 
08/12: Pre-Q expected to be release in Oct 2012, ITB Q1 2013. First WHP expected mid-2016, with second WHP to follow three months later.
06/12: The offshore scope is understood to include wellhead platforms plus the associated flowlines. The number of platforms and the accompanying inter-platform flowlines cannot be ascertained at this stage."
Southeast Asia,Indonesia,Kangean,Terang/Sirasun/Batur (TSB),TSB Phase 2 (Sirasun/Batur),Kangean Energy,Prequalification,EPIC,EPCI for subsea,,,15 Nov 2014,15 Nov 2014,31 Mar 2015,4.5,01/14: Operator issues EOI January 24. EOI closes on Jan 29.
Southeast Asia,Indonesia,Mahakam,Tunu,Tunu Phase 13C,Total,Tendering,EPC,Tunu 13C topside modification re-tender,"600,001,559, PT Meindo Elang Indah",,19 Nov 2014,19 Nov 2014,1 Nov 2015,11.4,"10/13: PT Sempec/Punj Lloyd has declined to participate 
08/13: EPC tender to be re-issued as there was only one technically qualified bidder among three bidders. Work will take 2 years instead of 1 as previously envisioned."
Southeast Asia,Indonesia,South Natuna Sea Block B,Udang,Udang Satellite,Pertalahan,Planned,FEED,Detailed engineering of facilities,,,1 Dec 2014,1 Dec 2014,,,"11/12: The operator will soon start the tendering process for engineering scope, pre-FEED plus FEED, for the new gas project, referred to as Udang Satellite. 
02/12: PAN has carried out the conceptual study in-house but will invite bids for a detailed engineering contract related to the development facilities."
Southeast Asia,Indonesia,Offshore North West Java (ONWJ),YY/FSB/SP/KLD,YY/FSB/SP/KLD,Pertamina,Tendering,EPIC,EPIC for YY/FSB project,"Guna Nusa, PT Meindo Elang Indah, PT PAL, Reka Yasa, Sigur Ros, Timas Suplindo",,11 Jan 2015,11 Jan 2015,30 Apr 2016,15.6,"10/14: Four bidders for first-stage technical bids. GunaNusa/Swiber, Meindo, Rekayasa Industries, Timas Suplindo/Bakrie Constructions responded to bid close Oct 20. 
06/14: PQ to close on June 20. 
05/14: EOI released, tender registration close May 26, followed by pre-Q exercise.
03/14: PHE ONWJ yet to invite participants for Pre-Q exercise."
Southeast Asia,Malaysia,PM-10,Angsi,Angsi gas compression module,Petronas Carigali,Tendering,EPIC,Angsi gas compression module,,,12 Nov 2014,12 Nov 2014,28 Feb 2015,3.5,"02/14: Apart from local fabricators including THHE, MMHE, SapuraKencana, regional bidders are also invited to participate in the tender. Bids are set to close on February 28."
Southeast Asia,Malaysia,SK307,Baronia (+ Tukau Timur),Baram Delta Gas Gathering (BARDEGG-2),Petronas Carigali,Tendering,EPIC,BARDEGG 2 WHP EPIC,,,25 Nov 2014,15 Dec 2014,30 Jun 2017,30.4,06/14: EPCIC contract package 2 also in bidding process: 2 WHPs. Bidders may include local Petronas-licensed yards and regional fabricators including PTSC M&C from Vietnam.
Southeast Asia,Malaysia,SK307,Baronia,Baram Delta Gas Gathering (BARDEGG-2),Petronas Carigali,Tendering,EPIC,BARDEGG CPP EPIC contract,"Hyundai Heavy Industries, McDermott, MMHE",14 Apr 2014,16 Dec 2014,16 Dec 2014,17 Jul 2017,31.0,"10/14: Award still pending. Operator requested bidders to extend the bid validity until the end of November. The offshore operation is scheduled for the window between mid-March and mid-July 2017. CPP is referred to as BNCPP.
08/14: Operator requested for bid validity to be extended until Nov 2014.
07/14: Tender in final commercial evaluation stage, with priced bids open.
06/14: Some delays but still targeted for completion in 30 months after contract award. Apart from the major local yards and their usual international EPCIC contractor partners, the operator has also invited other EPCIC contractors including the main South Korean fabricator. The estimated 14,000-tonne topside will be installed via floatover, and the eight-legged jacket weighs around 6,000 tonnes, excluding piles. 
10/13: Market survey for CPP out. Survey will close Oct 4."
Southeast Asia,Malaysia,PM309,Bekok,Bekok II,Petronas Carigali,Planned,EPC,EPC for Platform D,,,1 Nov 2014,1 Nov 2014,30 Sep 2015,10.9,11/12: Kencana looking to bid for jacket and topsides
Southeast Asia,Malaysia,SB302,Belud South,Belud Phase 1,Hess,Planned,Construction/Fabrication,Conversion of Belud FPSO,,,28 Feb 2015,28 Feb 2015,31 Aug 2016,18.0,
Southeast Asia,Malaysia,SB302,Belud South,Belud Phase 1,Hess,Tendering,Lease,FPSO lease,"Bumi Armada, Emas Offshore, MISC",,31 Oct 2014,31 Aug 2016,31 Aug 2021,59.9,"05/14: No news on tender progress
05/13: The operator started the tendering process in 2012, but made certain changes to the FPSO after receiving the prices. It then issued a request for an update of the commercial proposals to reflect the changes, along with an extension of the bid validity. 
08/12: Gas contract sale still not decided. Hess delays FPSO tender
7/12: Seven years plus an eight-year option. Delivery is set for 24 months after contract award."
Southeast Asia,Malaysia,PM315,Besar,Besar Phase I,Petronas Carigali,Tendering,EPC,Besar 1 WHP,,,14 Nov 2014,14 Nov 2014,30 Jun 2015,7.5,
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,EPIC,SURF EPIC,,,1 Jun 2015,1 Jun 2015,,,
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,EPC,Subsea EPC,,,15 Mar 2015,15 Aug 2015,,,
Southeast Asia,Malaysia,SK-15,Bokor,Bokor Redevelopment 2015,Petronas Carigali,Planned,EPIC,Platforms & Flowlines,,,15 Oct 2014,15 Dec 2014,15 Dec 2015,12.0,"7/12: Petronas issues request for information. ITTs to follow in end 2012 or Q1 2013. Award - Q2 2013. Completion - end 2015. Lump sum EPCIC contract package will include one CPP, 3 injection and 4 production wellhead platforms, plus 20km of flowlines."
Southeast Asia,Malaysia,PM-3 CAA,Bunga Kekwa,Bunga Kekwa expansion,Talisman,Planned,EPIC,EPIC for BK-D CPP,,,30 Nov 2014,30 Nov 2014,31 Dec 2015,13.0,
Southeast Asia,Malaysia,PM-3 CAA,Bunga Pakma,Bunga Pakma,Talisman,Planned,EPC,EPCC for BP-A,,,31 Dec 2014,31 Dec 2014,29 Mar 2016,14.9,"08/14: Platform to be tendered on EPCC basis
03/14: Tender expected in Q3/Q4 2014"
Southeast Asia,Malaysia,PM-3 CAA,Bunga Pakma (+ Bunga Orkid),Bunga Pakma,Talisman,Planned,Installation,T&I for WHP and flowline,,,31 Dec 2014,30 Mar 2016,30 Jun 2016,3.0,08/14: Offshore installation of facilities tendered separately
Southeast Asia,Malaysia,PM-3 CAA,Bunga Raya,Ca Mau to loop of PM3 Export Pipeline,Talisman,Planned,EPIC,Ca Mau New Exportline,Vietsovpetro,,30 Dec 2014,30 Dec 2014,30 Nov 2015,11.0,"09/14: If the project is sanctioned, it is likely sister company Vietsovpetro will secure the EPCI contract, and subcontract the pipelay scope to offshore installation contractors as in all the other T&I projects off Vietnam.
06/14: The proposed 24-in 79km long export pipeline will originate from a tie-in loop in the Talisman-operated Block CAA PM3 offshore Peninsular Malaysia and landfall at Ca Mau, South Vietnam. PV Gas is requesting T&I contractors to respond with a budgetary proposal for a final investment decision planned for September 2014."
Southeast Asia,Malaysia,SK308,E6,E6,Shell,Tendering,EPIC,EPIC of WHP and pipeline,,,31 May 2015,31 May 2015,31 May 2017,24.0,
Southeast Asia,Malaysia,SB-J,Gumusut-Kakap,Gumusut-Kakap Phase II,Shell,Planned,EPIC,Gumusut Phase II (400km pipeline),,,30 Nov 2014,30 Nov 2014,15 Jun 2016,18.5,"9/08: Prequalified companies invited to bid: Punj Lloyd, Acergy, Subsea 7 and Kencana HL."
Southeast Asia,Malaysia,SK316,Kasawari,Kasawari-2,Petronas Carigali,Tendering,EPIC,Kasawari FEED plus EPIC,"Hyundai Heavy Industries, MMHE, Saipem",,31 Mar 2015,31 Mar 2015,30 Apr 2017,25.0,"07/14: Design plus bid proposals due in early Jan 2015.
06/14: Results of Design and EPIC pre-Q to be out soon. The entire CPP is thought to weigh between 30,000 and 35,000 tonnes,  to be installed via floatover method. Other scope includes a wellhead platform, two bridges and one flare tower.
04/14: Pre-Q open to the usual three big fabricators in Malaysia, and also major fabricators outside Malaysia, including those from South Korea."
Southeast Asia,Malaysia,SK-10,Layang,Layang,Nippon Oil,Tendering,Construction/Fabrication,FPSO conversion,"Drydocks World, MMHE, Sembawang Shipyard Pte Limited",,30 Nov 2014,30 Nov 2014,30 Nov 2015,12.0,"08/14: 08/14: TH Heavy Engineering (THHE) has appointed GlobalMariner Offshore Services (GMOS) to provide technical expertise and manage EPCIC works for FPSO Deep Producer 1. Part of GMOS's responsibilities should include selection of a conversion yard through tender  and managing the conversion work process until delivery. Malaysia's MMHE Shipyard, Drydocks World in Dubai and Singapore's Sembawang Shipyard are understood to be the three shortlisted bidders for the conversion contract. FPSO Deep Producer 1 is currently undergoing sea-worthiness tests at DDW.
02/14: Tender for conversion to be out shortly. The scope will pertain to the conversion of a THHE-owned FPSO vessel, understood to be the MV Laurita FPSO.
12/13: probably go for direct negotation to use a vessel ready for conversion into a FPSO."
Southeast Asia,Malaysia,SK316,NC3 (+ NC8),NC3 and NC8 Phase I,Petronas Carigali,Tendering,EPIC,Subcontract of EPIC of NC3 and NC8,,,30 Nov 2014,30 Nov 2014,31 Dec 2015,13.0,"10/13: The consortium has issued a Request for Quotation for a subcontract fabrication scope that covers two wellhead plaforms, a 800-tonne bridge and jacket of a central processing platform (CPP). It is understood MMHE will carry out the CPP deck fabrication at its yard in southern Johore. Technip will deploy its pipelay barge to install the 75km pipeline for the project."
Southeast Asia,Malaysia,PM302,North Malay Basin (NMB),North Malay Basin FFD Phase I,Hess,Tendering,Lease,FSO lease,"Deleum, Emas Offshore, MISC",,,1 Mar 2017,,,
Southeast Asia,Malaysia,PM302,"North Malay Basin (NMB) (+ Bunga Kamelia, Cakerawala)",North Malay Basin FFD Phase I,Hess,Tendering,Installation,T&I for pipelines,Alam Swiber DLB 1,,1 Dec 2014,31 May 2015,30 Apr 2016,11.0,06/14: Award expected in H2 2014.
Southeast Asia,Malaysia,PM302,North Malay Basin (NMB),North Malay Basin FFD Phase I,Hess,Tendering,Construction/Fabrication,Conversion of FSO for North Malay Basin,,,7 Nov 2014,1 Dec 2014,31 Dec 2016,25.0,"07/14: It is understood around six bidders were invited to bid, along with major shipyards believed to include Singapore's Keppel and Malaysia's MMHE for the conversion scope. 
03/14: No tender yet. Hess expected to opt for conversion unit for FSO."
Southeast Asia,Malaysia,PM302,North Malay Basin (NMB),North Malay Basin FFD Phase I,Hess,Tendering,Installation,Bergading topside floatover,,,1 Mar 2015,1 Mar 2016,15 Jun 2016,3.5,"06/14: Around two floatover specialists are thought to be vying for the installation scope for the estimated 18,000-tonne topside of the CPP, or BRG-CPP."
Southeast Asia,Malaysia,North Sabah EOR Development PSC,,North Sabah EOR Development,Petronas Carigali,Prequalification,Construction/Fabrication,Fabrication of 15 WHP for Baram Delta EOR and North Sabah EOR,,,31 Oct 2014,31 Oct 2014,,,"9/12: Pre-Q responses due back Sept 3. The operators have issued the survey to a large number of fabricators outside Malaysia, including Thai NSC, DSME, CUEL, Saipem, McDermott, COOEC, PTSC, Guna Nusa and Larsen & Toubro, in addition to the local fabricators including MMHE, SapuraKencana, Brooke Dockyard & Engineering, Ramunia Fabricators and Labuan Shipyard."
Southeast Asia,Malaysia,,Nosong/Bongawan North (NBN),Nosong/Bongawan North (NBN),Petronas Carigali,Tendering,EPIC,FEED + EPIC for Nosong,,,1 Dec 2014,1 Dec 2014,30 Sep 2015,9.9,
Southeast Asia,Malaysia,PM305,Ophir,Ophir,Ophir Production,Tendering,Lease,FPSO lease for Ophir RSC,"Bumi Armada, MISC, Yinson Holdings",,10 Mar 2015,11 Dec 2015,,,"10/14: Four shortlisted contractors include Yinson, Bumi Armada, MISC and one undisclosed company"
Southeast Asia,Malaysia,,Pertang/Kenarong,Pertang/Kenarong,Murphy,Prequalification,Construction/Fabrication,Fabrication of PM311 faciilities,,,15 Nov 2014,15 Nov 2014,,,08/13: Screening exercise to audit the capability of the local yards for a fabrication scope related to the planned development of its gas discoveries in block PM311
Southeast Asia,Malaysia,Samarang-Asam Paya,Samarang (+ Zuhal East),Samarang redevelopment and Zuhal East,Petronas Carigali,Planned,EPIC,Samarang WHPs + flowlines,,,30 Nov 2014,30 Nov 2014,30 Nov 2016,24.0,"03/13: It is unclear whether Petronas Carigali will issue an open tender for the WHPs, or enter into a direct negotiation with a preferred fabricator for the scope."
Southeast Asia,Malaysia,Samarang-Asam Paya,Samarang,Samarang redevelopment and Zuhal East,Petronas Carigali,Tendering,EPIC,FEED + EPIC of Semarang CPP,,,30 Nov 2014,30 Nov 2014,30 Nov 2016,24.0,"12/13: Project is on hold with operator revising development plans.
03/13: SapuraKencana has submitted a Re-FEED plus EPCIC proposal for the CPP to the operator. It is understood the CPP has been designed in the original FEED design as a modular structure, but the operator is considering revising it to an integrated deck to be installed via float-over operation during the re-FEED stage.
01/13: The scope involves the SMGAA CPP plus a bridge and four tie-in modification works."
Southeast Asia,Malaysia,PM313,Sepat,Sepat Expansion,Petrofac,Tendering,EPIC,FEED/EPIC for Sepat Expansion,,1 Apr 2013,5 Nov 2014,5 Nov 2014,30 Jun 2017,31.7,"02/14: Design plus EPCIC tender expected to move into commercial phase in April. Three consortiums in the running: Saipem/SapuraKencana, THHE/McDermott, and Technip/MMHE.  CPP deck likely to be fabricated outside Malaysia, except if contract awarded to MMHE. 
07/13: Pre-Q exercise completed in early July. Market sources say the prequalified contracting groups are all in a partnership with the major fabricators in Peninsular Malaysia
05/13: No progress with tender. Petronas has not issued formal invitation to bid.
03/13: The facilities will be put out to bid in a design competition in which FEED winners will move on to bid for the EPCIC contract package"
Southeast Asia,Malaysia,North Sabah EOR Development PSC,St. Joseph,St Joseph CEOR (Pilot Phase),Shell,Tendering,EPIC,CEOR vessel conversion and tie-in works,,,14 Nov 2014,14 Nov 2014,31 Oct 2016,23.5,"12/12: Award of EPC contract expected Q2 2013.
01/12: Scope understood to include CEOR vessel conversion, installation and tie-in works; contract award expected in Q2 2012"
Southeast Asia,Malaysia,Tembikai-Chenang Cluster RSC,Tembikai-Chenang,Tembikai,Vestigo Petroleum,Planned,Construction/Fabrication,Topside fabrication,,,31 Oct 2014,31 Oct 2014,,,
Southeast Asia,Malaysia,Tembikai-Chenang Cluster RSC,Tembikai-Chenang,Tembikai,Vestigo Petroleum,Planned,Installation,T&I for CPP and pipeline,,,1 Nov 2014,1 Nov 2014,,,
Southeast Asia,Malaysia,Tembikai-Chenang Cluster RSC,Tembikai-Chenang,Tembikai,Vestigo Petroleum,Tendering,Lease,FSO lease,,,14 Nov 2014,30 Jun 2015,30 Jun 2019,47.9,"07/14: the company has invited some three FPSO/FSO providers for the requirement
07/14: Lease is understood to be for four years with one-year extension option"
