FieldsBase Subsea Tree Search - Data Download,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:21 for Dirk Rook,,,,,,,,,,,,,
,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Country,Block,Field,Subsea id (within field),Project,Operator,Status,Function,Subsea type,Installation year,Tree supplier,Well water depth (m),Remark
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Oil Producer,Template,2002,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Oil Producer,Template,2002,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Water Injector,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Water Injector,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Water Injector,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Water Injector,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Gas Injector,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Oil Producer,Template,2003,Cooper Cameron,"1,524",9 wells connected to early production system.
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Angola,17,Pazflor,#5,Zinia Phase 2,Total,Planned,,,2016,,718,
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2009,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Water Injector,Cluster,2009,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Water Injector,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2010,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Water Injector,Cluster,2011,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Oil Producer,Cluster,2011,FMC,"1,381",
West Africa,Congo,Mer Profonde Sud,Azurite,#1,Azurite,Murphy,Removed,Water Injector,Cluster,2011,FMC,"1,381",
West Africa,Congo,Haute Mer,Boatou,#1,Boatou,Total,Possible,,Satellite,2018,,114,
West Africa,Congo,Haute Mer,Boatou,#1,Boatou,Total,Possible,,Satellite,2018,,114,
West Africa,Congo,Marine VI,Djambala Nord,#4,Djambala Nord,Eni,Installed,Oil Producer,Satellite,1998,FMC,120,
West Africa,Congo,Marine VI,Djambala Nord,#1,Djambala Nord,Agip,Installed,Oil Producer,Satellite,1998,FMC,120,
West Africa,Congo,Marine VI,Djambala South,#4,Djambala South,Eni,Installed,Oil Producer,Satellite,1998,FMC,120,
West Africa,Congo,Marine VI,Djambala South,#1,Djambala South,Eni,Installed,Water Injector,,2002,FMC,120,
West Africa,Congo,Marine VI,Djambala South,#2,Djambala South,Eni,Installed,Oil Producer,,2004,FMC,120,
West Africa,Congo,Marine VI,Djambala South,#3,Djambala South,Eni,Installed,Water Injector,,2006,FMC,120,
West Africa,Congo,Marine VI,Djambala South,#3,Djambala South,Eni,Installed,Oil Producer,,2006,FMC,120,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#3,Moho Bilondo Phase 1bis,Total,Construction,Oil Producer,,2015,Aker Solutions,600,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Water Injector,Cluster,2007,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Water Injector,Cluster,2007,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Cluster,2007,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Cluster,2007,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Cluster,2007,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Water Injector,Satellite,2008,FMC,800,
West Africa,Congo,Haute Mer,Moho Bilondo,#2,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Cluster,2008,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Satellite,2008,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Satellite,2008,FMC,800,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Water Injector,Satellite,2009,FMC,800,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Satellite,2009,FMC,811,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Water Injector,Satellite,2009,FMC,800,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Satellite,2009,FMC,800,
West Africa,Congo,Haute Mer,Moho Bilondo,#1,Moho Bilondo Phase 1E,Total,Installed,Oil Producer,Satellite,2009,FMC,811,
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2015,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Moho Bilondo,Moho Nord,#1,Moho Nord,Total,Construction,Oil Producer,,2016,Aker Solutions,"1,078",
West Africa,Congo,Marine VII,Sounda,#1,Sounda,Eni,Cancelled,Oil Producer,Satellite,1999,FMC,140,
West Africa,Congo,Marine VII,Sounda,#1,Sounda,Eni,Cancelled,Oil Producer,Satellite,1999,FMC,140,
West Africa,Congo,Mer Profonde Nord,Titane Marine,#1,Titane Marine,,Cancelled,,,2014,,"1,500",
West Africa,Congo,Mer Profonde Nord,Titane Marine,#1,Titane Marine,,Cancelled,,,2014,,"1,500",
West Africa,Congo,Mer Profonde Nord,Titane Marine,#1,Titane Marine,,Cancelled,,,2014,,"1,500",
West Africa,Congo,Mer Profonde Nord,Titane Marine,#1,Titane Marine,,Cancelled,,,2014,,"1,500",
West Africa,Congo,Mer Profonde Sud,Turquoise Marine,#1,Turquoise Marine,,Cancelled,Oil Producer,,2013,,"1,609",
West Africa,Congo,Mer Profonde Sud,Turquoise Marine,#1,Turquoise Marine,,Cancelled,Oil Producer,,2013,,"1,609",
West Africa,Congo,Mer Profonde Sud,Turquoise Marine,#1,Turquoise Marine,,Cancelled,Oil Producer,,2014,,"1,609",
West Africa,Congo,Mer Profonde Sud,Turquoise Marine,#1,Turquoise Marine,,Cancelled,Oil Producer,,2014,,"1,609",
West Africa,Congo,Mer Profonde Sud,Turquoise Marine,#1,Turquoise Marine,,Cancelled,Oil Producer,,2014,,"1,609",
West Africa,Congo,Marine XI,Viodo,#1,Viodo,Soco,Possible,Oil Producer,,2018,,70,
West Africa,Congo,Marine XI,Viodo,#1,Viodo,Soco,Possible,Oil Producer,,2018,,70,
West Africa,Congo,Marine XI,Viodo,#1,Viodo,Soco,Possible,Oil Producer,,2018,,70,
West Africa,Congo,Marine XI,Viodo,#1,Viodo,Soco,Possible,Oil Producer,,2018,,70,
West Africa,Congo,Marine XI,Viodo,#1,Viodo,Soco,Possible,Gas Injector,,2018,,70,
West Africa,Congo,,Zatchi,#1,Zatchi,Agip,Installed,Oil Producer,Satellite,1992,ABB Vetco Gray,57,
West Africa,Congo,,Zatchi,#1,Zatchi,Agip,Installed,Oil Producer,Satellite,1992,ABB Vetco Gray,57,
West Africa,Congo,,Zatchi,#1,Zatchi,Agip,Installed,Oil Producer,Satellite,1992,ABB Vetco Gray,57,
West Africa,Cote d'Ivoire,C-26,Acajou,#1,Acajou,CNR International,Possible,,Satellite,2017,,930,
West Africa,Cote d'Ivoire,C-26,Acajou,#1,Acajou,CNR International,Possible,,Satellite,2017,,930,
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2004,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2004,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2004,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2004,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2004,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Oil Producer,Cluster,2005,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#1,Baobab,CNR International,Installed,Water Injector,Cluster,2006,FMC,"1,539",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Oil Producer,,2014,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Oil Producer,,2014,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Water Injector,,2015,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Oil Producer,,2015,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Oil Producer,,2015,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-40,Baobab,#2,Baobab Phase III,CNR International,Construction,Oil Producer,,2015,FMC,"1,540",
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1982,Aker Huges,151,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1982,Aker Huges,151,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1982,Aker Huges,111,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1982,Aker Huges,137,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1982,Aker Huges,140,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1983,Aker Huges,112,
West Africa,Cote d'Ivoire,CI-26,Espoir,#1,Espoir,ConocoPhillips,Installed,Oil Producer,Satellite,1983,Aker Huges,138,
West Africa,Equatorial Guinea,G,Akom North (G-19),#1,Akom North,Hess,Installed,Oil Producer,Satellite,2011,Cameron,359,
West Africa,Equatorial Guinea,O,Alen (ex-Belinda),#1,Alen (ex-Belinda),Noble Energy,Installed,Gas Injector,,2012,,76,
West Africa,Equatorial Guinea,O,Alen (ex-Belinda),#1,Alen (ex-Belinda),Noble Energy,Installed,Gas Injector,,2012,,76,
West Africa,Equatorial Guinea,O,Alen (ex-Belinda),#1,Alen (ex-Belinda),Noble Energy,Installed,Gas Injector,,2012,,76,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Oil Producer,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Oil Producer,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Water Injector,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Water Injector,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Oil Producer,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Oil Producer,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Water Injector,Cluster,2010,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Gas Injector,Cluster,2011,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Gas Injector,Cluster,2011,Cameron,945,
West Africa,Equatorial Guinea,I,Aseng,#1,Aseng (ex Benita),Noble Energy,Installed,Oil Producer,Cluster,2011,Cameron,945,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 1,Ophir Energy,Planned,,Daisy Chain,2018,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 1,Ophir Energy,Planned,,Daisy Chain,2018,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 1,Ophir Energy,Planned,,Daisy Chain,2018,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 1,Ophir Energy,Planned,,Daisy Chain,2019,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 1,Ophir Energy,Planned,,Daisy Chain,2019,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 2,Ophir Energy,Cancelled,,Daisy Chain,2019,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#1,Block R FLNG Phase 2,Ophir Energy,Cancelled,,Daisy Chain,2019,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#2,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#6,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,450",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#2,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#6,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,450",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#3,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#3,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#2,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,800",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#6,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,450",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#5,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,750",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#5,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,750",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#6,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,450",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#6,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,450",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#4,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,750",
West Africa,Equatorial Guinea,R (ex-Block E),Block R,#4,Block R FLNG Phase 2,Ophir Energy,Planned,,,2021,,"1,750",
West Africa,Equatorial Guinea,O,Carla,#1,Carla,Noble Energy,Planned,,,2016,,579,
West Africa,Equatorial Guinea,O,Carla,#1,Carla,Noble Energy,Planned,,,2016,,579,
West Africa,Equatorial Guinea,O,Carmen,#1,Carmen,Noble Energy,Possible,,,2015,,45,
West Africa,Equatorial Guinea,O,Carmen,#1,Carmen,Noble Energy,Possible,,,2015,,45,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Oil Producer,Satellite,2002,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2003,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2003,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2003,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2003,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#1,Ceiba Phase 1,Hess,Installed,Water Injector,Satellite,2003,Cooper Cameron,696,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2003,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2004,,850,
West Africa,Equatorial Guinea,G,Ceiba,#2,Ceiba Phase 2,Hess,Installed,,,2004,,850,
