FieldsBase Subsea Tree Search - Data Download,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:21 for Dirk Rook,,,,,,,,,,,,,
,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Country,Block,Field,Subsea id (within field),Project,Operator,Status,Function,Subsea type,Installation year,Tree supplier,Well water depth (m),Remark
West Africa,Angola,15,Kizomba Satellites Ph II,#3,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2017,General Electric,"1,000",
West Africa,Angola,15,Kizomba Satellites Ph II,#5,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,094",
West Africa,Angola,15,Kizomba Satellites Ph II,#6,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,000",
West Africa,Angola,15,Kizomba Satellites Ph II,#3,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,000",
West Africa,Angola,15,Kizomba Satellites Ph II,#3,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,000",
West Africa,Angola,15,Kizomba Satellites Ph II,#6,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,000",
West Africa,Angola,15,Kizomba Satellites Ph II,#5,Kizomba Satellites Ph II,ExxonMobil,Construction,,,2018,General Electric,"1,094",
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Gas Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#1,Kuito Phase 1A,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#2,Kuito Phase 1B,"Chevron, Cabinda Gulf",Installed,Gas Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#2,Kuito Phase 1B,"Chevron, Cabinda Gulf",Installed,Water Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#2,Kuito Phase 1B,"Chevron, Cabinda Gulf",Installed,Water Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#2,Kuito Phase 1B,"Chevron, Cabinda Gulf",Installed,Water Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#2,Kuito Phase 1B,"Chevron, Cabinda Gulf",Installed,Water Injector,Cluster,2000,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Kuito,#3,Kuito Phase 1C,"Chevron, Cabinda Gulf",Installed,Oil Producer,Cluster,2001,ABB Vetco Gray,366,
West Africa,Angola,14,Tombua-Landana,#2,Landana North,Chevron,Installed,Oil Producer,,2006,VetcoGray,369,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Water Injector,Cluster,2014,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Water Injector,Cluster,2014,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Oil Producer,Cluster,2014,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Water Injector,Cluster,2014,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Oil Producer,Cluster,2015,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Oil Producer,Cluster,2015,GE Oil & Gas,909,
West Africa,Angola,14K/A-IMI,Lianzi,#1,Lianzi,Chevron,Construction,Oil Producer,Cluster,2015,GE Oil & Gas,909,
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Cancelled,,,2020,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Lucapa,#1,Lucapa,Chevron,Planned,,,2021,,"1,200",
West Africa,Angola,14,Malange,#1,Malange,Chevron,Tendering,Oil Producer,,2018,,266,
West Africa,Angola,14,Malange,#1,Malange,Chevron,Tendering,Oil Producer,,2018,,266,
West Africa,Angola,14,Malange,#1,Malange,Chevron,Tendering,Oil Producer,,2018,,266,
West Africa,Angola,14,Malange,#1,Malange,Chevron,Tendering,Oil Producer,,2019,,266,
West Africa,Angola,14,Malange,#1,Malange,Chevron,Tendering,Oil Producer,,2019,,266,
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2007,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2007,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2007,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2008,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2008,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2008,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2008,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2008,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2009,Cameron,"1,289",
West Africa,Angola,15,Marimba,#1,Marimba,ExxonMobil,Installed,,Cluster,2009,Cameron,"1,289",
West Africa,Angola,21,Mavinga,#1,Mavinga,Cobalt Intl,Possible,,,2022,,"1,700",
West Africa,Angola,21,Mavinga,#1,Mavinga,Cobalt Intl,Possible,,,2022,,"1,700",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,14,Negage,#1,Negage,Chevron,Possible,,Cluster,2018,,"1,433",
West Africa,Angola,Cabinda B,Nemba,#1,Nemba EPS,Cabinda Gulf,Installed,Oil Producer,Satellite,1995,FMC,118,The subsea wells will be tied back to the South Nemba platform and the FPSO moved away once platform comes on stream in 1997.
West Africa,Angola,Cabinda B,Nemba,#1,Nemba EPS,Cabinda Gulf,Installed,Oil Producer,Satellite,1995,FMC,118,The subsea wells will be tied back to the South Nemba platform and the FPSO moved away once platform comes on stream in 1997.
West Africa,Angola,Cabinda B,Nemba,#1,Nemba EPS,Cabinda Gulf,Installed,Oil Producer,Satellite,1995,FMC,118,The subsea wells will be tied back to the South Nemba platform and the FPSO moved away once platform comes on stream in 1997.
West Africa,Angola,15/06,Ochigufu,#2,Ochigufu,Eni,Planned,,,2015,,"1,337",
West Africa,Angola,15/06,Ochigufu,#2,Ochigufu,Eni,Planned,,,2015,,"1,337",
West Africa,Angola,15/06,Ochigufu,#2,Ochigufu,Eni,Planned,,,2015,,"1,337",
West Africa,Angola,3,Oombo,#1,Oombo,Sonangol,Installed,Oil Producer,Satellite,1997,Cooper Cameron,146,SCS/Brasoil awarded EPIC. Brasoil will drill/complete wells. SCS to install subsea structures.
West Africa,Angola,3,Oombo,#1,Oombo,Sonangol,Installed,Oil Producer,Satellite,1997,Cooper Cameron,146,SCS/Brasoil awarded EPIC. Brasoil will drill/complete wells. SCS to install subsea structures.
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2010,FMC,600,
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Gas Injector,Cluster,2010,FMC,"1,030",
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2010,FMC,600,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2010,FMC,718,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2010,FMC,830,
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Gas Injector,Cluster,2010,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2010,FMC,"1,030",
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2010,FMC,830,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2010,FMC,830,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2010,FMC,718,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2010,FMC,600,03/08: FMC to supply trees
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2010,FMC,830,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2011,FMC,830,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2011,FMC,600,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2011,FMC,600,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2011,FMC,718,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2011,FMC,600,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2011,FMC,830,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2011,FMC,830,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2011,FMC,830,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,718,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,718,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2012,FMC,600,
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,"1,030",
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2012,FMC,600,
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Water Injector,Satellite,2012,FMC,600,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,830,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2012,FMC,830,
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2012,FMC,718,
West Africa,Angola,17,Pazflor,#2,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2012,FMC,830,
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2013,FMC,600,03/08: FMC to supply tree
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2013,FMC,600,03/08: FMC to supply tree
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#3,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,718,
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Water Injector,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#4,Pazflor Phase I,Total,Installed,Oil Producer,Satellite,2013,FMC,600,03/08: FMC to supply tree
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Pazflor,#1,Pazflor Phase I,Total,Installed,Oil Producer,Cluster,2013,FMC,"1,030",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2005,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2005,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2005,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2005,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2006,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Water Injector,Cluster,2007,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#1,Rosa,Total,Installed,Oil Producer,Cluster,2008,FMC,"1,401",
West Africa,Angola,17,Rosa,#2,Rosa,Total,Installed,Oil Producer,,2009,FMC,"1,401",
West Africa,Angola,17,Rosa,#2,Rosa,Total,Installed,Water Injector,,2009,FMC,"1,401",
West Africa,Angola,17,Rosa,#2,Rosa,Total,Installed,Oil Producer,,2009,FMC,"1,401",
West Africa,Angola,17,Rosa,#2,Rosa,Total,Installed,Water Injector,,2009,FMC,"1,401",
West Africa,Angola,1,Safueiro,#1,Safueiro,Agip,Installed,Oil Producer,Satellite,1988,Cooper Cameron,40,First subsea tree installed off Angola.
West Africa,Angola,0 (Area A and B),South N'Dola,#1,South N'Dola,Chevron,Tendering,,,2017,,69,
West Africa,Angola,0 (Area A and B),South N'Dola,#1,South N'Dola,Chevron,Tendering,,,2017,,69,
West Africa,Angola,0 (Area A and B),South N'Dola,#1,South N'Dola,Chevron,Tendering,,,2017,,69,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Water Injector,Cluster,2007,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Oil Producer,Cluster,2007,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Oil Producer,Cluster,2007,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Oil Producer,Cluster,2007,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Water Injector,Cluster,2007,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Water Injector,Cluster,2008,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Cancelled,Oil Producer,Cluster,2008,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Oil Producer,Cluster,2008,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Oil Producer,Cluster,2008,VetcoGray,440,
West Africa,Angola,14,Tombua-Landana,#1,Tombua-Landana,Chevron,Installed,Water Injector,Cluster,2008,VetcoGray,440,
West Africa,Angola,17,Tulipa,#1,Tulipa,Total,Planned,,Satellite,2016,,"1,006",
West Africa,Angola,17,Tulipa,#1,Tulipa,Total,Planned,,Satellite,2016,,"1,006",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Water Injector,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Water Injector,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Gas Injector,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Water Injector,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Water Injector,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Oil Producer,,2014,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Gas Injector,,2015,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Gas Injector,,2015,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Gas Injector,,2015,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub,#1,West Hub,Eni,Construction,Water Injector,,2015,VetcoGray,"1,400",
West Africa,Angola,15/06,West Hub Phase II,#1,West Hub Phase II,Eni,Planned,Oil Producer,,2019,,"1,050",
West Africa,Angola,15/06,West Hub Phase II,#1,West Hub Phase II,Eni,Planned,Water Injector,,2019,,"1,050",
West Africa,Angola,15/06,West Hub Phase II,#2,West Hub Phase II,Eni,Planned,Oil Producer,,2019,,976,
West Africa,Angola,15/06,West Hub Phase II,#2,West Hub Phase II,Eni,Planned,Water Injector,,2019,,976,
West Africa,Angola,15/06,West Hub Phase II,#2,West Hub Phase II,Eni,Planned,Oil Producer,,2019,,976,
West Africa,Angola,15/06,West Hub Phase II,#1,West Hub Phase II,Eni,Possible,,,2019,,"1,050",
West Africa,Angola,15,Xikomba,#1,Xikomba,ExxonMobil,Installed,Oil Producer,Template,2002,Cooper Cameron,"1,524",9 wells connected to early production system.
